TIPO_REG,PAIS,P_DEPTO,P_MUNIC,UC_UO,ENCUESTA,COD_VEREDA,P_S7PNUMPEZ,P_S7P96,P_S7P97,P_S7P98,P_S7P99,P_S7P100
7,170,68,68001,310001,22537951,68001007,1.0,41190400.0,1,50.0,5.0,0.25
7,170,68,68001,420001,22303666,68001009,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68001,690001,22317829,68001027,2.0,41191000.0,1,300.0,5.0,1.5
7,170,68,68001,900001,22318620,68001002,1.0,41190400.0,1,50.0,5.0,0.25
7,170,68,68001,920001,22736078,68001009,1.0,41190300.0,1,200.0,4.0,0.8
7,170,68,68001,970001,22317801,68001024,1.0,41190400.0,1,50.0,3.75,0.1875
7,170,68,68001,1070001,22537968,68001027,1.0,41190400.0,1,30.0,5.0,0.15
7,170,68,68001,5210001,22540941,68001027,2.0,41190600.0,6,80.0,5.0,2.4
7,170,68,68020,10000,9989639,68020005,1.0,41189900.0,0,0.0,0.0,0.0
7,170,68,68020,230000,83025720,68020016,18.0,41190200.0,0,0.0,0.0,0.0
7,170,68,68020,290000,89000823,68020014,18.0,41199900.0,1,30.0,500.0,15.0
7,170,68,68020,740000,89000813,68020007,18.0,41190300.0,1,500.0,500.0,250.0
7,170,68,68020,760000,9990463,68020027,1.0,41190300.0,3,100.0,300.0,90.0
7,170,68,68020,770000,9991011,68020027,1.0,41180201.0,1,200.0,12.0,2.4
7,170,68,68020,770000,9991011,68020027,2.0,41190300.0,1,200.0,1.0,0.2
7,170,68,68020,800000,89000040,68020005,18.0,41199900.0,1,600.0,30.0,18.0
7,170,68,68020,990000,89001081,68020023,18.0,41199900.0,1,30.0,500.0,15.0
7,170,68,68020,1310000,3069672,68020003,1.0,41190200.0,1,500.0,500.0,250.0
7,170,68,68020,1370000,88001686,68020014,18.0,41180201.0,1,1.0,150.0,0.15
7,170,68,68020,1490000,83025699,68020009,18.0,41180201.0,1,25.0,250.0,6.25
7,170,68,68020,1490000,89000032,68020023,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68020,1840000,89000555,68020005,18.0,41199900.0,2,20.0,3.0,0.12
7,170,68,68020,1840000,89000555,68020005,28.0,42140100.0,2,60.0,1.0,0.12
7,170,68,68020,1910000,89000856,68020026,18.0,41190400.0,1,20.0,250.0,5.0
7,170,68,68020,2010000,3055810,68020010,1.0,41180201.0,1,30.0,500.0,15.0
7,170,68,68020,2050000,9991019,68020023,1.0,41180201.0,1,200.0,250.0,50.0
7,170,68,68020,99990000,83069742,68020011,18.0,41190500.0,1,40.0,20.0,0.8
7,170,68,68051,680000,9997853,68051004,1.0,41190400.0,2,600.0,250.0,300.0
7,170,68,68051,700000,9998134,68051010,1.0,41191000.0,1,600.0,500.0,300.0
7,170,68,68051,700000,9998406,68051010,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68051,900000,9998503,68051004,1.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68051,930000,9996503,68051010,1.0,41190400.0,1,4000.0,1000.0,4000.0
7,170,68,68051,1020000,9998497,68051004,1.0,41180201.0,1,1.0,50.0,0.05
7,170,68,68051,1060000,9998029,68051010,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68051,1060000,9998029,68051010,2.0,41190400.0,0,0.0,0.0,0.0
7,170,68,68051,1330000,9997865,68051004,1.0,41190400.0,1,250.0,500.0,125.0
7,170,68,68051,1360000,9998911,68051003,1.0,41180201.0,1,500.0,500.0,250.0
7,170,68,68051,1390000,9998106,68051004,1.0,41180201.0,1,400.0,500.0,200.0
7,170,68,68051,1390000,9998106,68051004,2.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68051,1800000,9999642,68051002,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68051,1800000,9999642,68051002,2.0,41190600.0,1,50.0,500.0,25.0
7,170,68,68051,1800000,9999642,68051002,3.0,41199900.0,1,75.0,500.0,37.5
7,170,68,68051,1820000,9999382,68051002,1.0,41199900.0,2,500.0,500.0,500.0
7,170,68,68051,1910000,9998115,68051004,1.0,41190300.0,1,300.0,1000.0,300.0
7,170,68,68051,2040000,9997941,68051003,1.0,41180201.0,1,250.0,250.0,62.5
7,170,68,68051,3860000,9998735,68051002,1.0,41180201.0,2,300.0,1000.0,600.0
7,170,68,68051,4980000,9998683,68051003,1.0,41190300.0,1,50.0,1000.0,50.0
7,170,68,68077,20001,60025519,68077005,1.0,41190400.0,1,2000.0,15.0,30.0
7,170,68,68077,110001,60027972,68077001,2.0,41180201.0,1,2500.0,5.0,12.5
7,170,68,68077,130001,60028597,68077001,1.0,41190500.0,1,50.0,3.0,0.15
7,170,68,68077,460001,60025513,68077002,1.0,41190400.0,1,1500.0,4.0,6.0
7,170,68,68077,700000,9990668,68077002,1.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68077,700000,9990668,68077002,2.0,41190300.0,1,200.0,300.0,60.0
7,170,68,68077,770001,60027994,68077001,1.0,41190700.0,4,2000.0,5.0,40.0
7,170,68,68077,870001,60025479,68077002,1.0,41190300.0,10,350.0,20.0,70.0
7,170,68,68077,6330000,88001718,68077004,18.0,41180201.0,1,1.0,500.0,0.5
7,170,68,68077,6330000,88001718,68077004,28.0,41190300.0,1,1.0,500.0,0.5
7,170,68,68077,6330000,88001718,68077004,38.0,41190500.0,1,1.0,500.0,0.5
7,170,68,68077,8330001,60029496,68077004,1.0,41199900.0,7,2000.0,5.0,70.0
7,170,68,68079,50000,9999084,68079019,1.0,41199900.0,1,1.0,1.0,0.001
7,170,68,68079,53831,60026175,68079019,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68079,60000,9998668,68079004,1.0,41190300.0,1,150.0,500.0,75.0
7,170,68,68079,90000,9999142,68679008,1.0,41180201.0,2,200.0,750.0,300.0
7,170,68,68079,90000,9999142,68679008,2.0,41190300.0,2,200.0,750.0,300.0
7,170,68,68079,160000,9998970,68079008,1.0,41180201.0,2,100.0,1000.0,200.0
7,170,68,68079,160000,9998970,68079008,2.0,41190300.0,2,11.0,1000.0,22.0
7,170,68,68079,160001,60027246,68079008,2.0,41180201.0,2,2.0,1.0,0.004
7,170,68,68079,190000,9997630,68079013,1.0,41190400.0,2,300.0,500.0,300.0
7,170,68,68079,190001,60025563,68079013,1.0,41180201.0,2,300.0,5.0,3.0
7,170,68,68079,210000,9997629,68079013,1.0,41180201.0,2,40.0,1000.0,80.0
7,170,68,68079,210000,9999316,68079013,1.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68079,210000,9999316,68079013,2.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68079,210001,60025565,68079013,1.0,41180201.0,2,40.0,10.0,0.8
7,170,68,68079,230000,9997628,68079013,1.0,41190300.0,2,100.0,500.0,100.0
7,170,68,68079,232022,60027243,68079013,1.0,41190300.0,2,100.0,5.0,1.0
7,170,68,68079,240000,9998873,68079014,1.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68079,260000,9997627,68079013,1.0,41190300.0,2,100.0,1000.0,200.0
7,170,68,68079,260001,60027222,68079013,1.0,41190300.0,2,100.0,10.0,2.0
7,170,68,68079,270001,60027204,68079013,1.0,41190300.0,2,540.0,0.01,0.0108
7,170,68,68079,290001,60027202,68079013,1.0,41190300.0,2,200.0,0.01,0.004
7,170,68,68079,300001,60025541,68079010,1.0,42140100.0,2,50.0,10.0,1.0
7,170,68,68079,350000,9999336,68079020,1.0,41190300.0,2,200.0,3500.0,1400.0
7,170,68,68079,350000,9999336,68079020,2.0,41190700.0,2,200.0,3500.0,1400.0
7,170,68,68079,370000,81,68079011,0.0,41190300.0,1,100.0,750.0,75.0
7,170,68,68079,370000,9999115,68079011,1.0,41190300.0,1,100.0,750.0,75.0
7,170,68,68079,370001,60028572,68079011,1.0,41190300.0,1,100.0,7.5,0.75
7,170,68,68079,390000,9998977,68079008,1.0,41190300.0,2,500.0,500.0,500.0
7,170,68,68079,400000,9999326,68079005,1.0,41180201.0,1,20.0,200.0,4.0
7,170,68,68079,400000,9999326,68079005,2.0,41190300.0,1,20.0,200.0,4.0
7,170,68,68079,510000,9995000,68079003,1.0,41190400.0,2,100.0,500.0,100.0
7,170,68,68079,520000,9999328,68079020,1.0,41190300.0,1,300.0,1000.0,300.0
7,170,68,68079,580000,9998981,68079008,1.0,41190300.0,2,1300.0,500.0,1300.0
7,170,68,68079,580000,9999179,68079004,1.0,41190300.0,1,80.0,1000.0,80.0
7,170,68,68079,680000,3,68079010,0.0,41190300.0,11,100.0,1.0,1.1
7,170,68,68079,680000,9998198,68079010,1.0,41180201.0,9,100.0,1000.0,900.0
7,170,68,68079,680000,9998198,68079010,2.0,41190300.0,5,100.0,2000.0,1000.0
7,170,68,68079,680000,9999789,68079010,1.0,41190300.0,10,100.0,1.0,1.0
7,170,68,68079,690000,9998670,68079004,1.0,42140100.0,1,1500.0,500.0,750.0
7,170,68,68079,780000,9999178,68079004,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68079,830000,1450499,68079015,1.0,41180201.0,1,100.0,1000.0,100.0
7,170,68,68079,830000,1450499,68079015,2.0,41190300.0,1,50.0,1000.0,50.0
7,170,68,68079,1080000,9999138,68079019,1.0,41190300.0,2,350.0,1500.0,1050.0
7,170,68,68079,1150000,9999176,68079004,1.0,41190300.0,1,200.0,1000.0,200.0
7,170,68,68079,1180000,9999148,68079004,1.0,41180201.0,1,200.0,1000.0,200.0
7,170,68,68079,1180000,9999148,68079004,2.0,41190300.0,1,300.0,1000.0,300.0
7,170,68,68079,1350000,9998643,68079012,1.0,41190500.0,1,200.0,500.0,100.0
7,170,68,68079,1550000,9999123,68079014,1.0,41190300.0,2,1.0,500.0,1.0
7,170,68,68079,1550001,60027063,68079012,2.0,41120111.0,0,0.0,0.0,0.0
7,170,68,68079,1720000,9998839,68079003,1.0,41190300.0,1,500.0,1500.0,750.0
7,170,68,68079,1720000,9998839,68079003,2.0,41190600.0,1,250.0,1500.0,375.0
7,170,68,68079,1720000,9998839,68079003,3.0,41190700.0,1,250.0,1500.0,375.0
7,170,68,68079,1800000,3491862,68079006,1.0,41190300.0,2,100.0,1000.0,200.0
7,170,68,68079,1970000,9998638,68079010,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68079,2050000,9998636,68079010,1.0,41189900.0,7,40.0,1000.0,280.0
7,170,68,68079,2050000,9998636,68079010,2.0,41190300.0,11,40.0,1000.0,440.0
7,170,68,68079,2330000,9997744,68079003,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68079,2350001,60025555,68079010,1.0,41190300.0,2,200.0,10.0,4.0
7,170,68,68079,2500001,60025562,68079013,2.0,41180201.0,2,600.0,0.01,0.012
7,170,68,68079,2580000,9997810,68079003,1.0,41190300.0,1,2.0,1300.0,2.6
7,170,68,68081,0,81498016,68081002,18.0,41180201.0,4,400.0,1.0,1.6
7,170,68,68081,0,81498016,68081002,28.0,41190300.0,5,1400.0,1.0,7.0
7,170,68,68081,0,89002473,68689016,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,10000,1960902,68081052,1.0,41190300.0,1,1000.0,300.0,300.0
7,170,68,68081,10000,89001199,68081034,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68081,50000,81498007,68081002,18.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,50000,89002537,68081021,18.0,41190300.0,1,250.0,100.0,25.0
7,170,68,68081,60000,9990993,68081032,1.0,41190300.0,2,850.0,500.0,850.0
7,170,68,68081,60000,9990993,68081032,2.0,41190600.0,2,850.0,500.0,850.0
7,170,68,68081,60000,9990993,68081032,3.0,41191000.0,2,850.0,500.0,850.0
7,170,68,68081,90000,81498015,68081044,18.0,41190300.0,1,20.0,1.0,0.02
7,170,68,68081,90000,81498015,68081044,28.0,41191000.0,1,20.0,1.0,0.02
7,170,68,68081,130000,9991413,68081034,1.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68081,130000,9991417,68081021,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991418,68081034,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991418,68081034,2.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991418,68081034,3.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991419,68081034,1.0,41180201.0,2,400.0,1000.0,800.0
7,170,68,68081,130000,9991419,68081034,2.0,41190300.0,2,300.0,1000.0,600.0
7,170,68,68081,130000,9991421,68081034,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991421,68081034,2.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991421,68081034,3.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991422,68081034,1.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991424,68081034,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991427,68081034,1.0,41190300.0,1,5000.0,2.0,10.0
7,170,68,68081,130000,9991427,68081034,2.0,41191000.0,1,10000.0,3.0,30.0
7,170,68,68081,130000,9991429,68081034,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,130000,9991429,68081034,2.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,170000,9991452,68081010,1.0,41190300.0,2,100.0,1.0,0.2
7,170,68,68081,170000,9991452,68081010,2.0,41190600.0,1,100.0,1.0,0.1
7,170,68,68081,180000,9990994,68081037,1.0,41190300.0,1,500.0,150.0,75.0
7,170,68,68081,180000,9990994,68081037,2.0,41199900.0,2,20.0,1000.0,40.0
7,170,68,68081,240000,9991708,68081010,1.0,41190300.0,1,2000.0,500.0,1000.0
7,170,68,68081,260000,89001355,68081044,18.0,41190300.0,1,2000.0,300.0,600.0
7,170,68,68081,280000,89001180,68081049,18.0,41190300.0,2,7000.0,500.0,7000.0
7,170,68,68081,310000,9991706,68081010,1.0,41190300.0,1,2500.0,500.0,1250.0
7,170,68,68081,310000,9991706,68081010,2.0,41190600.0,1,600.0,500.0,300.0
7,170,68,68081,350000,9991127,68081021,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68081,350000,9991127,68081021,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,350000,9991127,68081021,3.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,400000,9991711,68081010,1.0,41190300.0,9,1.0,500.0,4.5
7,170,68,68081,500000,89002467,68081034,18.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,540000,9991838,68081010,1.0,41190300.0,1,50.0,750.0,37.5
7,170,68,68081,650000,89002458,68081033,18.0,41190300.0,2,1500.0,250.0,750.0
7,170,68,68081,650000,89900132,68081033,18.0,41190300.0,2,1500.0,250.0,750.0
7,170,68,68081,680001,60025939,68081033,1.0,41190300.0,2,1500.0,2.5,7.5
7,170,68,68081,700000,89900387,68081028,18.0,41190300.0,3,300.0,500.0,450.0
7,170,68,68081,700000,89900387,68081028,28.0,41190600.0,3,100.0,500.0,150.0
7,170,68,68081,750000,89900192,68081009,18.0,41180700.0,0,0.0,0.0,0.0
7,170,68,68081,750000,89900192,68081009,28.0,41190300.0,2,4000.0,20.0,160.0
7,170,68,68081,750000,89900192,68081009,38.0,41190600.0,2,3000.0,50.0,300.0
7,170,68,68081,750000,89900192,68081009,48.0,41191000.0,1,4000.0,50.0,200.0
7,170,68,68081,890000,9990849,68689016,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,890000,9990849,68689016,2.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,900000,9991689,68081009,1.0,41190300.0,1,4000.0,50.0,200.0
7,170,68,68081,1130000,9991479,68081023,1.0,41180201.0,2,200.0,450.0,180.0
7,170,68,68081,1130000,9991479,68081023,2.0,41190300.0,2,800.0,450.0,720.0
7,170,68,68081,1130000,9991479,68081023,3.0,41190600.0,2,200.0,450.0,180.0
7,170,68,68081,1140000,89001216,68081023,18.0,41190300.0,1,2500.0,600.0,1500.0
7,170,68,68081,1140000,89001216,68081023,28.0,41190600.0,1,2500.0,600.0,1500.0
7,170,68,68081,1200000,89002536,68081021,18.0,41190300.0,1,100.0,3.0,0.3
7,170,68,68081,1200000,89002536,68081021,28.0,41190600.0,1,100.0,1.0,0.1
7,170,68,68081,1210000,9991121,68081021,1.0,41190300.0,2,4000.0,1.0,8.0
7,170,68,68081,1250000,9991984,68081035,1.0,41199900.0,2,600.0,750.0,900.0
7,170,68,68081,1330000,89900200,68081050,18.0,41190300.0,2,600.0,500.0,600.0
7,170,68,68081,1480000,89001346,68081023,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,1480000,89001346,68081023,28.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,1480000,89001346,68081023,38.0,41190900.0,0,0.0,0.0,0.0
7,170,68,68081,1490000,81498050,68081050,18.0,41190300.0,1,7000.0,3000.0,21000.0
7,170,68,68081,1490000,81498050,68081050,28.0,41190600.0,2,2500.0,1500.0,7500.0
7,170,68,68081,1490000,81498050,68081050,38.0,41199900.0,1,300.0,1000.0,300.0
7,170,68,68081,1490000,89001336,68081023,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,1540000,9991690,68081050,1.0,41190300.0,1,50.0,250.0,12.5
7,170,68,68081,1540000,9991690,68081050,2.0,41190600.0,1,50.0,250.0,12.5
7,170,68,68081,1570000,9991117,68081021,1.0,41190300.0,2,2000.0,500.0,2000.0
7,170,68,68081,1570001,60025963,68081021,1.0,41190300.0,2,2000.0,5.0,20.0
7,170,68,68081,1600000,9991845,68081050,1.0,41190300.0,2,200.0,500.0,200.0
7,170,68,68081,1600000,9991845,68081050,2.0,41190600.0,2,200.0,500.0,200.0
7,170,68,68081,1650000,81498061,68081050,18.0,41190300.0,2,500.0,500.0,500.0
7,170,68,68081,1650000,81498061,68081050,28.0,41190600.0,1,200.0,400.0,80.0
7,170,68,68081,1720000,89001334,68081023,18.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68081,1720000,89001334,68081023,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,1720000,89001334,68081023,38.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68081,1780000,89002472,68081023,18.0,41189900.0,1,500.0,150.0,75.0
7,170,68,68081,1810000,89900193,68081050,18.0,41190300.0,1,4000.0,1250.0,5000.0
7,170,68,68081,1810000,89900193,68081050,28.0,41190600.0,1,1000.0,1000.0,1000.0
7,170,68,68081,1860000,88001687,68081051,18.0,41190300.0,1,400.0,340.0,136.0
7,170,68,68081,1870000,9990852,68689016,1.0,41180201.0,1,750.0,250.0,187.5
7,170,68,68081,1870000,9990852,68689016,2.0,41199900.0,2,1500.0,1000.0,3000.0
7,170,68,68081,2130000,89001303,68081051,18.0,41190400.0,1,300.0,500.0,150.0
7,170,68,68081,2350000,9991377,68081051,1.0,41190300.0,1,150.0,500.0,75.0
7,170,68,68081,2350000,9991377,68081051,2.0,41199900.0,2,150.0,500.0,150.0
7,170,68,68081,3390000,9991157,68081019,1.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68081,3660000,81498046,68081016,18.0,41190600.0,1,100.0,500.0,50.0
7,170,68,68081,3660001,60026586,68081016,1.0,41190600.0,1,100.0,5.0,0.5
7,170,68,68081,4350000,9991843,68081022,1.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68081,4350000,9991843,68081022,2.0,41190600.0,1,150.0,700.0,105.0
7,170,68,68081,4500000,1160654,68081039,1.0,41190300.0,1,200.0,15.0,3.0
7,170,68,68081,4500000,1160654,68081039,2.0,41190600.0,1,200.0,15.0,3.0
7,170,68,68081,4930000,1160653,68081026,1.0,41190300.0,1,300.0,2.0,0.6
7,170,68,68081,5250000,1160749,68081022,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68081,7280000,9991449,68081036,1.0,41190300.0,1,1500.0,1.0,1.5
7,170,68,68081,7280000,9991449,68081036,2.0,41190600.0,1,1500.0,1.0,1.5
7,170,68,68081,7410000,89001295,68081007,18.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68081,7410000,89001295,68081007,28.0,41190400.0,1,1200.0,500.0,600.0
7,170,68,68081,8330000,9991704,68081010,1.0,41190300.0,1,2000.0,500.0,1000.0
7,170,68,68081,10320000,9991703,68081010,1.0,41190300.0,1,500.0,1.0,0.5
7,170,68,68081,10320000,9991703,68081010,2.0,41190600.0,1,150.0,1.0,0.15
7,170,68,68081,10660000,9991697,68081051,1.0,41190300.0,1,400.0,2000.0,800.0
7,170,68,68081,10660000,9991697,68081051,2.0,41191000.0,1,400.0,2000.0,800.0
7,170,68,68081,10850000,9991771,68081040,1.0,41190300.0,11,150.0,2000.0,3300.0
7,170,68,68081,12790000,9991696,68081010,1.0,41190300.0,1,400.0,1.0,0.4
7,170,68,68081,14520000,89900185,68081012,18.0,41180201.0,3,100.0,500.0,150.0
7,170,68,68081,14520000,89900185,68081012,28.0,41190300.0,3,100.0,500.0,150.0
7,170,68,68081,14520000,89900185,68081012,38.0,41190600.0,3,100.0,500.0,150.0
7,170,68,68081,14750000,9990387,68081010,1.0,41190300.0,1,1.0,1.0,0.001
7,170,68,68081,14810000,9991159,68081010,1.0,41190300.0,1,2000.0,3.0,6.0
7,170,68,68081,14810000,9991159,68081010,2.0,41190600.0,1,500.0,1.0,0.5
7,170,68,68081,14820000,9991695,68081010,1.0,41190300.0,2,500.0,500.0,500.0
7,170,68,68081,14820000,9991695,68081010,2.0,41191000.0,2,500.0,500.0,500.0
7,170,68,68081,15450000,9991836,68081010,1.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68081,15450000,9991836,68081010,2.0,41190600.0,1,20.0,750.0,15.0
7,170,68,68081,15460000,9991833,68081010,1.0,41190300.0,2,200.0,316.0,126.4
7,170,68,68081,15460000,9991833,68081010,2.0,41190600.0,1,200.0,116.0,23.2
7,170,68,68081,23010000,9991692,68081051,1.0,41191000.0,1,1.0,500.0,0.5
7,170,68,68081,99990000,89001331,68081028,18.0,41190300.0,2,300.0,800.0,480.0
7,170,68,68081,99990000,89001344,68081028,18.0,41180201.0,2,1000.0,250.0,500.0
7,170,68,68081,99990000,89001344,68081028,28.0,41190300.0,2,2000.0,250.0,1000.0
7,170,68,68081,99990000,89001344,68081028,38.0,41190600.0,1,1500.0,750.0,1125.0
7,170,68,68092,30000,83004171,68092023,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68092,80000,3001625,68092032,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68092,110000,83004248,68092012,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68092,110000,83004248,68092012,28.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68092,110000,83004260,68092012,18.0,41190300.0,1,230.0,1000.0,230.0
7,170,68,68092,170000,83003562,68092032,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68092,260000,3010747,68092004,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68092,260000,83001826,68092006,18.0,41190300.0,2,1000.0,750.0,1500.0
7,170,68,68092,340000,83010725,68092021,18.0,41199900.0,1,20.0,800.0,16.0
7,170,68,68092,390000,83004399,68092029,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68092,390000,83004399,68092029,28.0,41190400.0,1,250.0,200.0,50.0
7,170,68,68092,420000,83003490,68092012,18.0,41190300.0,2,5000.0,1000.0,10000.0
7,170,68,68092,580000,83004367,68092028,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68092,650000,3004304,68092030,1.0,41190300.0,2,400.0,500.0,400.0
7,170,68,68092,670000,3003535,68092030,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68092,670000,3003535,68092030,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68092,680000,83004354,68092024,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68092,700000,83004183,68092020,18.0,41190300.0,3,100.0,500.0,150.0
7,170,68,68092,720000,3004335,68092024,1.0,41180201.0,1,1.0,500.0,0.5
7,170,68,68092,720000,83004350,68092024,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68092,800000,83004388,68092024,18.0,41190400.0,2,100.0,500.0,100.0
7,170,68,68092,980000,3003588,68092009,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68092,1100000,2459084,68092009,1.0,41180201.0,1,800.0,500.0,400.0
7,170,68,68092,2270000,83001713,68092006,18.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68092,3230000,83004243,68092002,18.0,41180201.0,1,190.0,1500.0,285.0
7,170,68,68092,3230000,83004243,68092002,28.0,41190300.0,1,200.0,1500.0,300.0
7,170,68,68092,3370000,82397276,68092002,18.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68092,3620000,83004194,68092020,18.0,41180201.0,1,500.0,500.0,250.0
7,170,68,68092,4880000,83004217,68092006,18.0,41190300.0,5,500.0,450.0,1125.0
7,170,68,68092,4880000,83004217,68092006,28.0,41190600.0,2,100.0,500.0,100.0
7,170,68,68092,6480000,83010856,68092006,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68092,6480000,83010856,68092006,28.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68092,6790000,83004218,68092031,18.0,41190300.0,2,6000.0,500.0,6000.0
7,170,68,68092,7390000,83010855,68092031,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68101,70000,3012977,68101024,1.0,41190500.0,0,0.0,0.0,0.0
7,170,68,68101,70000,3012977,68101024,2.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68101,160000,3056833,68101002,1.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68101,160000,3056833,68101002,2.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68101,190000,3020636,68101095,1.0,41199900.0,1,10.0,100.0,1.0
7,170,68,68101,280000,3013086,68101058,1.0,41180201.0,2,4.0,1.0,0.008
7,170,68,68101,280000,3013086,68101058,2.0,41190300.0,2,4.0,1.0,0.008
7,170,68,68101,350000,3057118,68101090,1.0,41180201.0,1,200.0,1.0,0.2
7,170,68,68101,390000,3018613,68101067,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68101,390000,3018613,68101067,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68101,470000,1023477,68101018,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68101,470000,1023477,68101018,2.0,41190300.0,1,500.0,500.0,250.0
7,170,68,68101,570000,3057050,68101022,1.0,41190300.0,1,60.0,500.0,30.0
7,170,68,68101,570000,3057050,68101022,2.0,41190400.0,1,50.0,500.0,25.0
7,170,68,68101,830000,3056932,68385027,1.0,41190300.0,2,1000.0,2505.0,5010.0
7,170,68,68101,930000,3057040,68101048,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68101,950000,3018432,68101071,1.0,41190300.0,2,500.0,1.0,1.0
7,170,68,68101,960000,1023271,68101029,1.0,41190300.0,11,700.0,1.0,7.7
7,170,68,68101,960000,1023271,68101029,2.0,41199900.0,6,700.0,1.0,4.2
7,170,68,68101,1520000,3000236,68101028,1.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68101,1520000,3012948,68101082,1.0,41190200.0,1,1500.0,350.0,525.0
7,170,68,68101,1750000,3012806,68101012,1.0,41180201.0,1,500.0,500.0,250.0
7,170,68,68101,1860000,1023424,68101026,1.0,41190300.0,1,1500.0,400.0,600.0
7,170,68,68101,1880000,3018538,68101012,1.0,41180201.0,1,1000.0,400.0,400.0
7,170,68,68101,2290000,3018512,68101041,1.0,41120108.0,0,0.0,0.0,0.0
7,170,68,68101,2290000,3018512,68101041,2.0,41190400.0,1,700.0,350.0,245.0
7,170,68,68101,2400000,3018536,68101084,1.0,41180201.0,1,100.0,400.0,40.0
7,170,68,68101,2880000,3018495,68101041,1.0,41180201.0,2,900.0,400.0,720.0
