TIPO_REG,PAIS,P_DEPTO,P_MUNIC,UC_UO,ENCUESTA,COD_VEREDA,P_S7PNUMPEZ,P_S7P96,P_S7P97,P_S7P98,P_S7P99,P_S7P100
7,170,68,68255,260000,6825599,68255010,1.0,41191000.0,1,350.0,500.0,175.0
7,170,68,68255,270000,3041541,68255006,1.0,41180201.0,1,120.0,500.0,60.0
7,170,68,68255,280000,3041391,68255003,1.0,41190300.0,1,1000.0,500.0,500.0
7,170,68,68255,280000,3041391,68255003,2.0,41190600.0,1,500.0,500.0,250.0
7,170,68,68255,280000,3041391,68255003,3.0,41191000.0,1,1000.0,5000.0,5000.0
7,170,68,68255,290000,3059209,68255014,1.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68255,290000,3413222,68255012,1.0,41180201.0,2,56.0,500.0,56.0
7,170,68,68255,290000,3413222,68255012,2.0,41190300.0,2,346.0,500.0,346.0
7,170,68,68255,300000,9993210,68255007,1.0,41180201.0,1,200.0,1000.0,200.0
7,170,68,68255,300000,9993210,68255007,2.0,41190300.0,1,200.0,1000.0,200.0
7,170,68,68255,300001,60030277,68255011,3.0,41191000.0,1,1.0,5.0,0.005
7,170,68,68255,320001,60030286,68255003,1.0,41190300.0,1,150.0,5.0,0.75
7,170,68,68255,330000,3041398,68255003,1.0,41190300.0,1,1000.0,500.0,500.0
7,170,68,68255,330000,3041398,68255003,2.0,41191000.0,1,1000.0,500.0,500.0
7,170,68,68255,330000,3041518,68255013,1.0,41180201.0,2,3500.0,500.0,3500.0
7,170,68,68255,330000,3041518,68255013,2.0,41190300.0,2,3500.0,500.0,3500.0
7,170,68,68255,340000,9992422,54128028,1.0,41180201.0,2,500.0,250.0,250.0
7,170,68,68255,340000,9992422,54128028,2.0,41190300.0,2,500.0,250.0,250.0
7,170,68,68255,360000,3059340,68255012,1.0,41180201.0,1,4.0,750.0,3.0
7,170,68,68255,360000,3059340,68255012,2.0,41190300.0,1,404.0,750.0,303.0
7,170,68,68255,360000,9992572,68255007,1.0,41180201.0,2,100.0,500.0,100.0
7,170,68,68255,400001,60030050,68255011,2.0,41190300.0,1,300.0,2.5,0.75
7,170,68,68255,410001,60030167,68255011,2.0,41199900.0,1,700.0,6.0,4.2
7,170,68,68255,410001,60030247,68255003,1.0,41190300.0,1,50.0,2.5,0.125
7,170,68,68255,460000,1647634,68255005,1.0,41180201.0,2,200.0,250.0,100.0
7,170,68,68255,460000,1647634,68255005,2.0,41190300.0,2,300.0,500.0,300.0
7,170,68,68255,460000,1647634,68255005,3.0,41190400.0,2,1000.0,125.0,250.0
7,170,68,68255,460000,9992392,68255001,1.0,41189900.0,0,0.0,0.0,0.0
7,170,68,68255,460000,9992392,68255001,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68255,480001,60030048,68255011,2.0,41120102.0,0,0.0,0.0,0.0
7,170,68,68255,510000,9992907,68255008,1.0,41190300.0,2,1000.0,400.0,800.0
7,170,68,68255,520000,3041243,68255005,1.0,41190300.0,1,500.0,500.0,250.0
7,170,68,68255,520000,9993192,68255007,1.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68255,530000,9993212,68255007,1.0,41190300.0,1,700.0,500.0,350.0
7,170,68,68255,540000,3041495,68444017,1.0,41180201.0,2,500.0,300.0,300.0
7,170,68,68255,550000,9992403,68255001,1.0,41190300.0,2,600.0,500.0,600.0
7,170,68,68255,550000,9992404,68255001,1.0,41190300.0,7,2.0,500.0,7.0
7,170,68,68255,560000,3041370,68255014,1.0,41190300.0,1,1000.0,1300.0,1300.0
7,170,68,68255,570000,3406749,68255008,1.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68255,570000,3406749,68255008,2.0,41190300.0,1,500.0,250.0,125.0
7,170,68,68255,580000,6825107,68255010,1.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68255,580000,6825107,68255010,2.0,41199900.0,1,200.0,500.0,100.0
7,170,68,68255,590001,60030173,68255011,2.0,41199900.0,2,400.0,5.0,4.0
7,170,68,68255,610000,3059249,68255012,1.0,41180201.0,1,150.0,500.0,75.0
7,170,68,68255,610000,3059249,68255012,2.0,41190300.0,1,150.0,500.0,75.0
7,170,68,68255,620001,60030257,68255011,1.0,41189900.0,1,300.0,5.0,1.5
7,170,68,68255,630000,9992425,54128028,1.0,41180201.0,2,200.0,500.0,200.0
7,170,68,68255,630000,9992425,54128028,2.0,41190300.0,2,200.0,500.0,200.0
7,170,68,68255,630000,9992425,54128028,3.0,41191000.0,2,200.0,500.0,200.0
7,170,68,68255,680000,3413344,68255014,1.0,41180201.0,2,400.0,500.0,400.0
7,170,68,68255,680000,3413344,68255014,2.0,41190300.0,2,200.0,500.0,200.0
7,170,68,68255,700000,3041278,68615043,1.0,41190300.0,2,1000.0,500.0,1000.0
7,170,68,68255,700000,3041278,68615043,2.0,41191000.0,2,1000.0,500.0,1000.0
7,170,68,68255,720000,3041382,68255011,1.0,41190300.0,2,1200.0,800.0,1920.0
7,170,68,68255,720000,6825101,68255010,1.0,41190300.0,1,500.0,500.0,250.0
7,170,68,68255,730000,3413363,68255014,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68255,750000,3413314,68255001,1.0,41190400.0,6,2.0,250.0,3.0
7,170,68,68255,750000,3413314,68255001,2.0,41191000.0,8,2.0,250.0,4.0
7,170,68,68255,770000,9991799,68255011,1.0,41190600.0,1,50.0,500.0,25.0
7,170,68,68255,770000,9991799,68255011,2.0,41191000.0,1,150.0,500.0,75.0
7,170,68,68255,800000,3041392,68255014,1.0,41180201.0,1,500.0,400.0,200.0
7,170,68,68255,800000,3041392,68255014,2.0,41190300.0,1,9500.0,750.0,7125.0
7,170,68,68255,800000,9992538,68255009,1.0,41190300.0,1,50.0,250.0,12.5
7,170,68,68255,930000,3413295,68255001,1.0,41190400.0,4,20000.0,500.0,40000.0
7,170,68,68255,970000,3041540,68255006,1.0,41190400.0,0,0.0,0.0,0.0
7,170,68,68255,990000,3413297,68255011,1.0,41180201.0,2,200.0,700.0,280.0
7,170,68,68255,990000,3413297,68255011,2.0,41190300.0,2,1500.0,700.0,2100.0
7,170,68,68255,990000,3413297,68255011,3.0,41190600.0,2,200.0,700.0,280.0
7,170,68,68255,1010000,3059291,68255002,1.0,41190400.0,1,500.0,250.0,125.0
7,170,68,68255,1040001,60593115,68255011,3.0,41199900.0,1,100.0,5.0,0.5
7,170,68,68255,1080000,3041396,68255011,1.0,41191000.0,2,400.0,2000.0,1600.0
7,170,68,68255,1130000,3059271,68255012,1.0,41180201.0,1,50.0,250.0,12.5
7,170,68,68255,1170001,60030063,68255011,3.0,41190600.0,10,2000.0,5.0,100.0
7,170,68,68255,1172469,60030071,68255011,1.0,41190300.0,2,800.0,6.0,9.6
7,170,68,68255,1176060,60030065,68255011,2.0,41199900.0,2,2000.0,5.0,20.0
7,170,68,68255,1176541,60030066,68255011,3.0,41191000.0,8,30000.0,0.02,4.8
7,170,68,68255,1178227,60030068,68255011,1.0,41190300.0,2,3500.0,5.0,35.0
7,170,68,68255,1190000,9992389,68255001,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68255,1210000,3041539,68255006,1.0,41190300.0,1,150.0,250.0,37.5
7,170,68,68255,1210000,3059339,68255012,1.0,41180201.0,1,400.0,750.0,300.0
7,170,68,68255,1210000,3059339,68255012,2.0,41190300.0,1,200.0,750.0,150.0
7,170,68,68255,1220000,3413361,68255001,1.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68255,1220000,3413361,68255001,2.0,41190400.0,1,400.0,500.0,200.0
7,170,68,68255,1220000,3413361,68255001,3.0,41191000.0,1,200.0,500.0,100.0
7,170,68,68255,1270000,9991791,68255014,1.0,41191000.0,2,200.0,500.0,200.0
7,170,68,68255,1290000,3413358,68255001,1.0,41190300.0,1,20.0,500.0,10.0
7,170,68,68255,1290000,3413358,68255001,2.0,41190400.0,1,80.0,500.0,40.0
7,170,68,68255,1350000,3059214,68255012,1.0,41180201.0,1,150.0,500.0,75.0
7,170,68,68255,1350000,3059214,68255012,2.0,41190300.0,1,150.0,500.0,75.0
7,170,68,68255,1360000,3041494,68255014,1.0,41180201.0,2,2000.0,500.0,2000.0
7,170,68,68255,1360000,3041494,68255014,2.0,41190300.0,2,2000.0,500.0,2000.0
7,170,68,68255,1390000,3041564,68255014,1.0,41190600.0,1,500.0,1500.0,750.0
7,170,68,68255,1390000,3041564,68255014,2.0,41191000.0,1,2500.0,1500.0,3750.0
7,170,68,68255,1410000,6825509,68255014,1.0,41190300.0,1,1200.0,500.0,600.0
7,170,68,68255,1500000,9992530,68255010,1.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68255,1530000,3059325,68255002,1.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68255,1530000,3059325,68255002,2.0,41190400.0,1,400.0,500.0,200.0
7,170,68,68255,1560001,60593103,68255011,3.0,41190600.0,2,100.0,5.0,1.0
7,170,68,68255,1620000,3041367,68255014,1.0,41180201.0,1,200.0,1000.0,200.0
7,170,68,68255,1620000,3041367,68255014,2.0,41190300.0,1,300.0,1000.0,300.0
7,170,68,68255,1640001,60030386,68255011,2.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68255,1650000,3059342,68255007,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68255,1650000,3059342,68255007,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68255,1650001,60030340,68255011,1.0,41190300.0,1,250.0,1.25,0.3125
7,170,68,68255,1670000,3059215,68255012,1.0,41190300.0,2,800.0,500.0,800.0
7,170,68,68255,1670000,3059215,68255012,2.0,41191000.0,2,800.0,500.0,800.0
7,170,68,68255,1890001,60030234,68255011,1.0,41190100.0,0,0.0,0.0,0.0
7,170,68,68255,2060000,3041212,68255011,1.0,41190400.0,2,100.0,500.0,100.0
7,170,68,68255,2060001,60593096,68255011,1.0,41199900.0,2,100.0,5.0,1.0
7,170,68,68255,2070001,60030281,68255011,1.0,41190100.0,0,0.0,0.0,0.0
7,170,68,68255,2150000,6825597,68255014,1.0,41190300.0,1,400.0,500.0,200.0
7,170,68,68255,2150000,6825597,68255014,2.0,41191000.0,1,200.0,500.0,100.0
7,170,68,68255,2180000,6825595,68255014,1.0,41190300.0,1,2000.0,500.0,1000.0
7,170,68,68255,2180000,6825595,68255014,2.0,41191000.0,1,2000.0,500.0,1000.0
7,170,68,68255,2240000,3406755,68255014,1.0,41180201.0,1,500.0,500.0,250.0
7,170,68,68255,2240000,3406755,68255014,2.0,41190300.0,1,1500.0,500.0,750.0
7,170,68,68255,2330001,60030209,68255011,1.0,42140100.0,0,0.0,0.0,0.0
7,170,68,68255,2550000,3406517,68255012,1.0,41180201.0,2,500.0,400.0,400.0
7,170,68,68255,2550000,3406517,68255012,2.0,41190300.0,2,3000.0,400.0,2400.0
7,170,68,68255,2600001,60593113,68255011,1.0,41189900.0,2,650.0,5.0,6.5
7,170,68,68255,2610000,3059270,68255012,1.0,41190300.0,1,100.0,250.0,25.0
7,170,68,68255,2730001,60593102,68255011,3.0,41199900.0,2,200.0,5.0,2.0
7,170,68,68255,2750000,9992567,68255014,1.0,41190300.0,1,200.0,1000.0,200.0
7,170,68,68255,2750000,9992567,68255014,2.0,41191000.0,1,100.0,1000.0,100.0
7,170,68,68255,2810000,3413217,68255014,1.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68255,3080001,60030202,68255011,1.0,41190300.0,1,1.0,5.0,0.005
7,170,68,68255,3210001,60030256,68255011,1.0,41189900.0,1,30.0,3.75,0.1125
7,170,68,68255,3210001,60030391,68255011,1.0,41199900.0,1,150.0,5.0,0.75
7,170,68,68255,3700001,60030350,68255011,2.0,41199900.0,1,600.0,5.0,3.0
7,170,68,68255,3710001,60030338,68255011,5.0,41191000.0,2,250.0,5.0,2.5
7,170,68,68255,3780001,60030394,68255011,1.0,41189900.0,1,200.0,5.0,1.0
7,170,68,68255,3810001,60030219,68255011,1.0,41190300.0,1,300.0,2.5,0.75
7,170,68,68255,3950000,3041596,68255012,1.0,41180201.0,2,150.0,500.0,150.0
7,170,68,68255,3950000,3041596,68255012,2.0,41190300.0,2,150.0,500.0,150.0
7,170,68,68255,3950000,3041596,68255012,3.0,41191000.0,2,150.0,500.0,150.0
7,170,68,68255,4070000,3041592,68255012,1.0,41180201.0,9,2.0,500.0,9.0
7,170,68,68255,4070000,3041592,68255012,2.0,41190300.0,5,2.0,500.0,5.0
7,170,68,68255,4100000,3041544,68255012,1.0,41190300.0,2,200.0,500.0,200.0
7,170,68,68255,4100000,3041544,68255012,2.0,41190600.0,2,200.0,500.0,200.0
7,170,68,68255,4100000,3413276,68255011,1.0,41190300.0,2,400.0,750.0,600.0
7,170,68,68255,4120000,3041545,68255012,1.0,41180201.0,2,900.0,400.0,720.0
7,170,68,68255,4120000,3041545,68255012,2.0,41190300.0,2,900.0,400.0,720.0
7,170,68,68255,4130000,3041209,68255011,1.0,41190300.0,1,800.0,1500.0,1200.0
7,170,68,68255,4130001,60593091,68255011,1.0,41190300.0,1,800.0,15.0,12.0
7,170,68,68255,4140000,3059226,68255012,1.0,41180201.0,1,1000.0,500.0,500.0
7,170,68,68255,4140000,3059226,68255012,2.0,41190300.0,1,4000.0,500.0,2000.0
7,170,68,68255,4140001,60593058,68255011,1.0,41199900.0,1,10.0,3.0,0.03
7,170,68,68255,4180000,3059227,68255012,1.0,41180201.0,2,300.0,500.0,300.0
7,170,68,68255,4180000,3059227,68255012,2.0,41190300.0,2,500.0,500.0,500.0
7,170,68,68255,4180000,3406599,68255012,1.0,41180201.0,10,700.0,500.0,3500.0
7,170,68,68255,4180000,3406599,68255012,2.0,41190300.0,5,700.0,400.0,1400.0
7,170,68,68255,4290000,3041213,68255011,1.0,41190400.0,2,1200.0,500.0,1200.0
7,170,68,68255,4290001,60593117,68255011,1.0,41199900.0,2,1200.0,5.0,12.0
7,170,68,68255,4310001,60030397,68255011,1.0,41190300.0,2,500.0,3.0,3.0
7,170,68,68255,4410000,3041224,68615077,1.0,41191000.0,1,10.0,300.0,3.0
7,170,68,68255,4580001,60030334,68255011,2.0,41190300.0,2,300.0,5.0,3.0
7,170,68,68255,4610001,60593062,68255011,2.0,41199900.0,1,200.0,2.0,0.4
7,170,68,68255,4630000,3041347,68255011,1.0,41190300.0,1,9000.0,500.0,4500.0
7,170,68,68255,4630000,3041347,68255011,2.0,41191000.0,1,9000.0,500.0,4500.0
7,170,68,68255,4630001,60592990,68255011,2.0,41199900.0,1,9000.0,5.0,45.0
7,170,68,68255,4670001,60030329,68255011,2.0,41191000.0,1,250.0,10.0,2.5
7,170,68,68255,4950000,3041573,68255012,1.0,41180201.0,1,300.0,500.0,150.0
7,170,68,68255,4950000,3041573,68255012,2.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68255,4950000,3041573,68255012,3.0,41190600.0,1,300.0,500.0,150.0
7,170,68,68255,4960000,3041572,68255012,1.0,41180201.0,1,2000.0,500.0,1000.0
7,170,68,68255,4960000,3041572,68255012,2.0,41190300.0,1,2000.0,500.0,1000.0
7,170,68,68255,5000000,9992888,68255012,1.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68255,5010000,9992889,68255012,1.0,41180201.0,2,2000.0,500.0,2000.0
7,170,68,68255,5010000,9992889,68255012,2.0,41190300.0,2,1000.0,500.0,1000.0
7,170,68,68255,5010000,9992889,68255012,3.0,41190600.0,2,100.0,200.0,40.0
7,170,68,68255,5010000,9992900,68255012,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68255,5010000,9992900,68255012,2.0,41190300.0,1,1600.0,500.0,800.0
7,170,68,68255,5010000,9992900,68255012,3.0,41191000.0,1,800.0,500.0,400.0
7,170,68,68255,5190000,3041302,68255011,1.0,41190300.0,2,1000.0,500.0,1000.0
7,170,68,68255,80010000,3059244,68255015,1.0,41190300.0,3,100.0,500.0,150.0
7,170,68,68255,80010000,3059254,68255015,1.0,41180201.0,1,300.0,750.0,225.0
7,170,68,68255,80010000,3059255,68255015,1.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68264,50000,83494852,68264005,18.0,41180201.0,1,50.0,500.0,25.0
7,170,68,68264,60000,83494840,68264005,18.0,41180201.0,1,70.0,500.0,35.0
7,170,68,68264,110000,3016729,68264004,1.0,41120108.0,0,0.0,0.0,0.0
7,170,68,68264,110000,3016729,68264004,2.0,41190300.0,1,200.0,1.0,0.2
7,170,68,68264,180000,3494908,68264005,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68264,180000,3494908,68264005,2.0,41190300.0,1,80.0,500.0,40.0
7,170,68,68264,180000,3494908,68264005,3.0,41190700.0,1,20.0,500.0,10.0
7,170,68,68264,190000,83003086,68264006,18.0,41180201.0,1,40.0,150.0,6.0
7,170,68,68264,190001,60030909,68264006,1.0,41180201.0,1,40.0,1.5,0.06
7,170,68,68264,200000,3494848,68264008,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68264,280000,83002911,68264003,18.0,41180201.0,1,20.0,500.0,10.0
7,170,68,68264,310000,3002882,68264004,1.0,41180201.0,1,30.0,50.0,1.5
7,170,68,68264,310000,3002882,68264004,2.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68264,330000,3002881,68264004,1.0,41180201.0,1,150.0,1.0,0.15
7,170,68,68264,330000,3002881,68264004,2.0,41190300.0,1,150.0,1.0,0.15
7,170,68,68264,360000,3002858,68264005,1.0,41190400.0,0,0.0,0.0,0.0
7,170,68,68264,360000,3002858,68264005,2.0,41191000.0,0,0.0,0.0,0.0
7,170,68,68264,370000,83494867,68264005,18.0,41180201.0,1,20.0,500.0,10.0
7,170,68,68264,370000,83494867,68264005,28.0,41190600.0,0,0.0,0.0,0.0
7,170,68,68264,430000,81099633,68264003,18.0,41190300.0,1,1000.0,2.0,2.0
7,170,68,68264,500000,83003026,68264006,18.0,41180201.0,3,10.0,750.0,22.5
7,170,68,68264,500001,60030892,68264006,1.0,41190300.0,2,200.0,2.5,1.0
7,170,68,68264,610000,3003179,68264003,1.0,41191000.0,1,200.0,1.0,0.2
7,170,68,68264,690000,89000717,68264004,18.0,41180201.0,1,100.0,250.0,25.0
7,170,68,68264,830000,3016799,68264004,1.0,41180201.0,1,20.0,125.0,2.5
7,170,68,68264,890000,83003045,68264006,18.0,41180201.0,1,50.0,250.0,12.5
7,170,68,68264,910000,3494859,68264008,1.0,41180201.0,1,300.0,250.0,75.0
7,170,68,68264,930000,82181179,68264003,18.0,41180201.0,1,3500.0,500.0,1750.0
7,170,68,68264,950000,3003065,68264003,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68264,1060000,83002808,68264006,18.0,41190300.0,1,90.0,500.0,45.0
7,170,68,68264,1060001,60030847,68264006,1.0,41190300.0,1,90.0,5.0,0.45
7,170,68,68264,1120000,83016343,68264001,18.0,41190200.0,1,500.0,250.0,125.0
7,170,68,68264,1160000,83494873,68264008,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68264,1190000,83003023,68264006,18.0,41180201.0,1,10.0,250.0,2.5
7,170,68,68264,1190000,83003023,68264006,28.0,41190300.0,1,10.0,250.0,2.5
7,170,68,68264,1210000,3494928,68264005,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68264,1210000,3494928,68264005,2.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68264,1210000,83002804,68264006,18.0,41190400.0,2,5.0,150.0,1.5
7,170,68,68264,1230000,83003079,68264003,18.0,41180201.0,2,100.0,500.0,100.0
7,170,68,68264,1272678,60031146,68264007,1.0,41190400.0,1,20.0,0.12,0.0024
7,170,68,68264,1280000,83495072,68264005,18.0,41120101.0,0,0.0,0.0,0.0
7,170,68,68264,1280000,83495072,68264005,28.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68264,1280000,83495072,68264005,38.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68264,1290000,3003138,68264003,1.0,41190400.0,2,20.0,15.0,0.6
7,170,68,68264,1670000,3003038,68264006,1.0,41190400.0,1,40.0,250.0,10.0
7,170,68,68264,1700000,83016743,68264005,18.0,41180201.0,1,300.0,500.0,150.0
7,170,68,68264,1700000,83016743,68264005,28.0,41190300.0,1,300.0,500.0,150.0
7,170,68,68264,1860000,3495069,68264005,1.0,41190400.0,1,30.0,500.0,15.0
7,170,68,68264,1890000,83002807,68264006,18.0,41180201.0,1,180.0,400.0,72.0
7,170,68,68264,1890000,83002807,68264006,28.0,41190300.0,1,180.0,400.0,72.0
7,170,68,68264,1890001,60030851,68264006,2.0,41180201.0,1,180.0,4.0,0.72
7,170,68,68264,1970000,83003031,68264006,18.0,41190300.0,1,8.0,500.0,4.0
7,170,68,68264,1970001,60030870,68264006,1.0,41190300.0,1,120.0,3.0,0.36
7,170,68,68264,2050000,89000729,68264004,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68264,2050000,89000729,68264004,28.0,41190700.0,1,20.0,500.0,10.0
7,170,68,68264,2110000,89000699,68264004,18.0,41180201.0,1,50.0,250.0,12.5
7,170,68,68264,2180000,89001834,68264004,18.0,41180201.0,1,200.0,500.0,100.0
7,170,68,68264,2180000,89001834,68264004,28.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68264,2190000,3003051,68264004,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68264,2190000,3003051,68264004,2.0,41190300.0,1,100.0,250.0,25.0
7,170,68,68264,2230000,83494911,68264005,18.0,41180201.0,1,150.0,250.0,37.5
7,170,68,68264,2230000,83494911,68264005,28.0,41190300.0,1,150.0,250.0,37.5
7,170,68,68264,2270000,89001904,68264004,18.0,41180201.0,1,250.0,500.0,125.0
7,170,68,68264,2270000,89001904,68264004,28.0,41190300.0,1,250.0,500.0,125.0
7,170,68,68264,2350000,3003159,68264004,1.0,41180201.0,1,100.0,2509.0,250.9
7,170,68,68264,2500000,89001892,68264004,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68264,2570000,1834922,68264006,1.0,41180201.0,1,500.0,1000.0,500.0
7,170,68,68264,2570000,1834922,68264006,2.0,41190300.0,1,500.0,100.0,50.0
7,170,68,68264,2780000,3002820,68264006,1.0,41180201.0,1,75.0,500.0,37.5
7,170,68,68264,2780000,3002820,68264006,2.0,41190300.0,1,75.0,500.0,37.5
7,170,68,68264,2810000,89000709,68264004,18.0,41180201.0,1,200.0,250.0,50.0
7,170,68,68264,3200000,3002887,68264004,1.0,41180201.0,1,700.0,1.0,0.7
7,170,68,68264,3260000,3002855,68264004,1.0,41190300.0,1,200.0,500.0,100.0
7,170,68,68264,3280000,3003015,68264004,1.0,41180201.0,1,1500.0,500.0,750.0
7,170,68,68264,3290000,3002904,68264003,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68264,3330000,3002884,68264004,1.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68264,3330000,3002884,68264004,2.0,41190400.0,1,100.0,320.0,32.0
7,170,68,68264,3420000,3003156,68264004,1.0,41190300.0,2,400.0,500.0,400.0
7,170,68,68264,3420000,3003156,68264004,2.0,41190500.0,2,400.0,500.0,400.0
7,170,68,68264,3430000,83003154,68264003,18.0,41180201.0,1,8000.0,500.0,4000.0
7,170,68,68264,3470000,3016718,68264002,1.0,41190200.0,2,500.0,500.0,500.0
7,170,68,68264,3810000,3003198,68264006,1.0,41180201.0,1,180.0,125.0,22.5
7,170,68,68264,3840000,83002913,68264003,18.0,41191000.0,2,500.0,500.0,500.0
7,170,68,68264,3920000,3003084,68264003,1.0,41190400.0,2,25.0,12.0,0.6
7,170,68,68264,4340000,83002908,68264003,18.0,41180201.0,1,50.0,250.0,12.5
7,170,68,68264,4710000,83003050,68264003,18.0,41180201.0,1,40.0,250.0,10.0
7,170,68,68266,100000,3010031,68266005,1.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68266,350000,3016020,68266001,1.0,41180201.0,1,30.0,1000.0,30.0
7,170,68,68266,350000,3016020,68266001,2.0,41190300.0,1,30.0,1000.0,30.0
7,170,68,68266,700000,3016030,68266009,1.0,41191000.0,1,100.0,1000.0,100.0
7,170,68,68266,790000,3010100,68266003,1.0,41180201.0,2,200.0,500.0,200.0
7,170,68,68266,870000,3016306,68266008,1.0,41120199.0,0,0.0,0.0,0.0
7,170,68,68266,900000,3016004,68266009,1.0,41190400.0,1,300.0,550.0,165.0
7,170,68,68266,1180000,83016811,68266004,18.0,41190200.0,2,240.0,250.0,120.0
7,170,68,68271,220000,83038540,68271004,18.0,41190400.0,1,150.0,120.0,18.0
7,170,68,68271,240000,83038721,68271013,18.0,41190400.0,1,1500.0,350.0,525.0
7,170,68,68271,270000,83038419,68271004,18.0,41190400.0,0,0.0,0.0,0.0
7,170,68,68271,320000,83038425,68271029,18.0,41199900.0,1,50.0,250.0,12.5
7,170,68,68271,560000,83038765,68271013,18.0,41180201.0,2,100.0,250.0,50.0
7,170,68,68271,600000,83038537,68271004,18.0,41190400.0,1,150.0,350.0,52.5
7,170,68,68271,690000,83038707,68271013,18.0,41190500.0,1,50.0,2500.0,125.0
7,170,68,68271,710000,83038533,68271004,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68271,760000,83038624,68271003,18.0,41180201.0,2,300.0,300.0,180.0
7,170,68,68271,760000,83038624,68271003,28.0,41199900.0,2,300.0,300.0,180.0
7,170,68,68271,1160000,83038517,68271004,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68271,1590000,83038519,68271004,18.0,41199900.0,3,300.0,500.0,450.0
7,170,68,68271,76010000,83038462,68271009,18.0,41190700.0,10,200.0,300.0,600.0
7,170,68,68276,86949,22727632,68276004,1.0,41190200.0,2,1000.0,10.0,20.0
7,170,68,68276,100001,22550690,68276006,2.0,41190600.0,4,2000.0,5.0,40.0
7,170,68,68276,1230001,22346263,68276008,1.0,41190200.0,1,20.0,10.0,0.2
7,170,68,68296,10000,83016603,68296008,18.0,41180201.0,1,100.0,500.0,50.0
7,170,68,68296,60000,83038018,68296008,18.0,41190300.0,1,500.0,450.0,225.0
7,170,68,68296,80000,83038091,68296011,18.0,41190300.0,2,1750.0,2000.0,7000.0
7,170,68,68296,80000,83038091,68296011,28.0,41190600.0,2,1750.0,1000.0,3500.0
7,170,68,68296,470000,83039592,68296009,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68296,470000,83039592,68296009,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68296,580000,83038097,68296011,18.0,41199900.0,0,0.0,0.0,0.0
7,170,68,68296,710000,83038224,68296014,18.0,41190300.0,2,900.0,1000.0,1800.0
7,170,68,68296,720000,83038355,68296009,18.0,41180201.0,0,0.0,0.0,0.0
7,170,68,68296,720000,83038355,68296009,28.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68296,830000,83038031,68296007,18.0,41190300.0,1,100.0,500.0,50.0
7,170,68,68296,860000,83042480,68296006,18.0,41190300.0,2,200.0,500.0,200.0
7,170,68,68296,900000,83038358,68296009,18.0,41190300.0,0,0.0,0.0,0.0
7,170,68,68296,900000,83038358,68296009,28.0,41190500.0,0,0.0,0.0,0.0
7,170,68,68296,1190000,83042758,68296001,18.0,41190300.0,1,60.0,500.0,30.0
7,170,68,68296,1320000,83016601,68296008,18.0,41190300.0,2,50.0,500.0,50.0
7,170,68,68296,1350000,83042744,68296016,18.0,41180201.0,1,1.0,500.0,0.5
7,170,68,68296,1350000,83042744,68296016,28.0,41190300.0,1,1.0,1000.0,1.0
7,170,68,68296,1460000,83016604,68296008,18.0,41190300.0,2,300.0,500.0,300.0
7,170,68,68296,1500000,83016602,68296008,18.0,41190300.0,2,200.0,1000.0,400.0
7,170,68,68296,1560000,83055258,68296010,18.0,41199900.0,1,100.0,500.0,50.0
7,170,68,68296,1720000,83038126,68296011,18.0,41190300.0,2,300.0,500.0,300.0
