"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S15P159","P_S15P160","P_S15P161","P_S15P162","P_S15P163","P_S15P164_SP1","P_S15P164_SP2","P_S15P164_SP3","P_S15P164_SP4"
"1","M",170,68,68001,"00010001","022305317","68307999",1,1,1,1,2,1,2,1,NA
"2","M",170,68,68001,"00010001","022305317","68307999",2,1,1,1,2,1,2,1,NA
"3","M",170,68,68001,"00010001","022305317","68307999",3,1,1,1,2,1,2,1,NA
"4","M",170,68,68001,"00010001","022316644","68001017",1,1,1,1,2,1,2,1,NA
"5","M",170,68,68001,"00010001","022316644","68001017",2,1,1,1,2,1,2,1,NA
"6","M",170,68,68001,"00010001","022317444","68444015",1,1,1,2,3,1,2,2,NA
"7","M",170,68,68001,"00010001","022317768","68001003",1,1,1,1,3,1,2,2,NA
"8","M",170,68,68001,"00010001","022537783","68001025",1,1,1,2,2,1,2,1,NA
"9","M",170,68,68001,"00010001","022537783","68001025",2,1,1,2,3,1,2,1,NA
"10","M",170,68,68001,"00010001","022537861","68001019",1,1,1,1,2,1,2,2,NA
"11","M",170,68,68001,"00010001","022537861","68001019",2,1,1,1,3,1,2,1,NA
"12","M",170,68,68001,"00013536","022316646","68001017",1,1,1,1,2,1,2,1,NA
"13","M",170,68,68001,"00020001","022317445","68001014",1,1,1,2,5,1,2,2,NA
"14","M",170,68,68001,"00020001","022317993","68001003",1,3,NA,NA,NA,NA,NA,NA,NA
"15","M",170,68,68001,"00020001","022318652","68001021",1,1,1,2,3,1,2,2,NA
"16","M",170,68,68001,"00020001","022319245","68001025",1,1,1,2,3,1,2,2,NA
"17","M",170,68,68001,"00030001","022317618","68001014",1,1,1,1,3,1,2,2,NA
"18","M",170,68,68001,"00030001","022317807","68001021",1,3,NA,NA,NA,NA,NA,NA,NA
"19","M",170,68,68001,"00030001","022317981","68001003",1,1,1,1,3,1,2,2,NA
"20","M",170,68,68001,"00030001","022319244","68001025",1,1,1,1,3,1,2,2,NA
"21","M",170,68,68001,"00030001","022319244","68001025",2,1,1,1,3,1,2,2,NA
"22","M",170,68,68001,"00040001","022317969","68001015",1,1,1,1,2,1,2,2,NA
"23","M",170,68,68001,"00040001","022318014","68001005",1,1,2,1,3,1,2,2,NA
"24","M",170,68,68001,"00040001","022318880","68001017",1,1,1,1,3,1,2,1,NA
"25","M",170,68,68001,"00040001","022318880","68001017",2,1,1,1,3,1,2,1,NA
"26","M",170,68,68001,"00040001","022318880","68001017",3,1,1,1,3,1,2,1,NA
"27","M",170,68,68001,"00040001","022318880","68001017",4,1,1,1,3,1,2,1,NA
"28","M",170,68,68001,"00040001","022318880","68001017",5,1,2,1,2,1,2,1,NA
"29","M",170,68,68001,"00040001","022319239","68001024",1,1,1,1,3,1,1,2,NA
"30","M",170,68,68001,"00040001","022319239","68001024",2,1,1,3,5,1,2,2,NA
"31","M",170,68,68001,"00040001","022319239","68001024",3,1,1,1,3,1,1,2,NA
"32","M",170,68,68001,"00040001","022537426","68001022",1,1,1,1,4,1,2,1,NA
"33","M",170,68,68001,"00040001","022537426","68001022",2,1,1,1,3,1,2,1,NA
"34","M",170,68,68001,"00040001","022537426","68001022",3,4,NA,NA,NA,NA,NA,NA,NA
"35","M",170,68,68001,"00050001","022317967","68001015",1,4,NA,NA,NA,NA,NA,NA,NA
"36","M",170,68,68001,"00050001","022318016","68001005",1,1,1,1,2,1,2,2,NA
"37","M",170,68,68001,"00050001","022318016","68001005",2,1,1,1,3,1,2,2,NA
"38","M",170,68,68001,"00050001","022318016","68001005",3,1,1,1,3,1,2,2,NA
"39","M",170,68,68001,"00050001","022318016","68001005",4,1,1,1,3,1,2,2,NA
"40","M",170,68,68001,"00050001","022537812","68001022",1,1,1,1,2,1,2,1,NA
"41","M",170,68,68001,"00050001","022537812","68001022",2,1,1,1,2,1,2,1,NA
"42","M",170,68,68001,"00050001","022537812","68001022",3,1,1,1,2,1,2,1,NA
"43","M",170,68,68001,"00055223","022537813","68001022",1,1,1,1,2,1,2,1,NA
"44","M",170,68,68001,"00060001","022316421","68001015",1,1,1,1,4,1,2,2,NA
"45","M",170,68,68001,"00060001","022317805","68001021",1,1,1,1,3,1,2,2,NA
"46","M",170,68,68001,"00060001","022317805","68001021",2,1,1,1,3,1,2,2,NA
"47","M",170,68,68001,"00064481","022316422","68001015",1,1,1,1,3,1,2,2,NA
"48","M",170,68,68001,"00070001","022317752","68001015",1,1,1,1,3,1,2,2,NA
"49","M",170,68,68001,"00070001","022318617","68001006",1,4,NA,NA,NA,NA,NA,NA,NA
"50","M",170,68,68001,"00070001","022318648","68001021",1,1,1,3,4,1,2,2,NA
"51","M",170,68,68001,"00070001","022537432","68001022",1,1,1,1,3,1,2,1,NA
"52","M",170,68,68001,"00070001","022537432","68001022",2,4,NA,NA,NA,NA,NA,NA,NA
"53","M",170,68,68001,"00080001","022317456","68001004",1,1,1,1,2,1,2,2,NA
"54","M",170,68,68001,"00080001","022317970","68001015",1,1,1,1,2,1,2,2,NA
"55","M",170,68,68001,"00080001","022318042","68001004",1,1,1,1,4,1,2,2,NA
"56","M",170,68,68001,"00080001","022318649","68001021",1,4,NA,NA,NA,NA,NA,NA,NA
"57","M",170,68,68001,"00080001","022537427","68615086",1,1,1,1,3,1,2,1,NA
"58","M",170,68,68001,"00080001","022736089","68001009",1,1,1,1,5,1,2,2,NA
"59","M",170,68,68001,"00080513","022317644","68001004",1,1,1,1,3,1,2,2,NA
"60","M",170,68,68001,"00081036","022317475","68001004",1,1,1,2,3,1,2,1,NA
"61","M",170,68,68001,"00081169","022317469","68001004",1,1,1,1,3,1,2,1,NA
"62","M",170,68,68001,"00081286","022317642","68001004",1,1,1,1,4,1,2,2,NA
"63","M",170,68,68001,"00081314","022317471","68001004",1,1,3,1,2,1,2,1,NA
"64","M",170,68,68001,"00081468","022317476","68001004",1,1,1,2,3,1,2,2,NA
"65","M",170,68,68001,"00081475","022317468","68001004",1,1,1,2,3,1,2,1,NA
"66","M",170,68,68001,"00081690","022317645","68001004",1,1,1,1,3,1,2,2,NA
"67","M",170,68,68001,"00081849","022317462","68001004",1,1,1,1,3,1,2,1,NA
"68","M",170,68,68001,"00081917","022317643","68001004",1,1,1,1,3,1,2,2,NA
"69","M",170,68,68001,"00082940","022317470","68001004",1,1,1,1,3,1,2,1,NA
"70","M",170,68,68001,"00083491","022317647","68001004",1,1,1,1,3,1,2,2,NA
"71","M",170,68,68001,"00083593","022317461","68001004",1,1,1,1,2,1,2,1,NA
"72","M",170,68,68001,"00084678","022317458","68001004",1,1,1,1,3,1,2,1,NA
"73","M",170,68,68001,"00085853","022317473","68001004",1,1,1,3,3,1,2,2,NA
"74","M",170,68,68001,"00086006","022317641","68001004",1,1,1,1,3,1,2,2,NA
"75","M",170,68,68001,"00086163","022318044","68001004",1,1,1,1,2,1,2,2,NA
"76","M",170,68,68001,"00086476","022318046","68001004",1,1,1,1,3,1,2,1,NA
"77","M",170,68,68001,"00086476","022318046","68001004",2,1,1,1,3,1,2,1,NA
"78","M",170,68,68001,"00086773","022317464","68001004",1,1,1,1,2,1,2,1,NA
"79","M",170,68,68001,"00086845","022317646","68001004",1,1,1,1,3,1,2,2,NA
"80","M",170,68,68001,"00086852","022317477","68001004",1,1,1,1,3,1,2,1,NA
"81","M",170,68,68001,"00086983","022317466","68001004",1,1,1,2,3,1,2,1,NA
"82","M",170,68,68001,"00087083","022318045","68001004",1,1,1,1,3,1,2,1,NA
"83","M",170,68,68001,"00087722","022317465","68001004",1,1,1,1,3,1,2,1,NA
"84","M",170,68,68001,"00088015","022317457","68001004",1,1,1,1,3,1,2,2,NA
"85","M",170,68,68001,"00089457","022317474","68001004",1,1,1,1,3,1,2,1,NA
"86","M",170,68,68001,"00089463","022317463","68001004",1,1,1,1,3,1,2,1,NA
"87","M",170,68,68001,"00089597","022317472","68001004",1,1,1,1,3,1,2,1,NA
"88","M",170,68,68001,"00089841","022318043","68001004",1,1,1,1,4,1,2,2,NA
"89","M",170,68,68001,"00089841","022318043","68001004",2,4,NA,NA,NA,NA,NA,NA,NA
"90","M",170,68,68001,"00090001","022303103","68001017",1,1,1,1,2,1,2,1,NA
"91","M",170,68,68001,"00090001","022303103","68001017",2,4,NA,NA,NA,NA,NA,NA,NA
"92","M",170,68,68001,"00090001","022303103","68001017",3,4,NA,NA,NA,NA,NA,NA,NA
"93","M",170,68,68001,"00090001","022303103","68001017",4,4,NA,NA,NA,NA,NA,NA,NA
"94","M",170,68,68001,"00090001","022303103","68001017",5,4,NA,NA,NA,NA,NA,NA,NA
"95","M",170,68,68001,"00090001","022303103","68001017",6,4,NA,NA,NA,NA,NA,NA,NA
"96","M",170,68,68001,"00090001","022317667","68001021",1,1,1,1,3,1,2,2,NA
"97","M",170,68,68001,"00090001","022318607","68001015",1,1,1,1,2,1,2,2,NA
"98","M",170,68,68001,"00090001","022319241","68001024",1,1,1,1,2,1,2,2,NA
"99","M",170,68,68001,"00090001","022537208","68001022",1,1,1,2,4,1,1,2,NA
"100","M",170,68,68001,"00090001","022537996","68001022",1,1,1,1,3,1,1,2,NA
"101","M",170,68,68001,"00090001","022736090","68001009",1,4,NA,NA,NA,NA,NA,NA,NA
"102","M",170,68,68001,"00100001","022316427","68001024",1,1,1,2,3,1,2,1,NA
"103","M",170,68,68001,"00100001","022317799","68001015",1,1,1,1,2,1,2,1,NA
"104","M",170,68,68001,"00100001","022318646","68001021",1,1,1,1,3,1,2,2,NA
"105","M",170,68,68001,"00100001","022537421","68615086",1,1,1,1,4,1,2,1,NA
"106","M",170,68,68001,"00100001","022537421","68615086",2,3,NA,NA,NA,NA,NA,NA,NA
"107","M",170,68,68001,"00100001","022736092","68001017",1,1,1,1,3,1,2,2,NA
"108","M",170,68,68001,"00107157","022316428","68001024",1,1,1,1,3,1,2,1,NA
"109","M",170,68,68001,"00110001","022303104","68001017",1,1,1,1,2,1,2,1,NA
"110","M",170,68,68001,"00110001","022317666","68001021",1,1,1,1,3,1,2,2,NA
"111","M",170,68,68001,"00110001","022318033","68001013",1,1,1,1,4,1,2,2,NA
"112","M",170,68,68001,"00110001","022537803","68615062",1,3,NA,NA,NA,NA,NA,NA,NA
"113","M",170,68,68001,"00110001","022537811","68615086",1,1,1,1,2,1,2,1,NA
"114","M",170,68,68001,"00110001","022537811","68615086",2,4,NA,NA,NA,NA,NA,NA,NA
"115","M",170,68,68001,"00110001","022537811","68615086",3,1,1,1,2,1,2,1,NA
"116","M",170,68,68001,"00113273","022318034","68001013",1,1,1,1,3,1,2,2,NA
"117","M",170,68,68001,"00120001","022303065","68001023",1,1,1,1,2,1,2,1,NA
"118","M",170,68,68001,"00120001","022303065","68001023",2,1,1,1,2,1,2,1,NA
"119","M",170,68,68001,"00120001","022317758","68001015",1,1,1,1,3,1,2,2,NA
"120","M",170,68,68001,"00120001","022318613","68001006",1,4,NA,NA,NA,NA,NA,NA,NA
"121","M",170,68,68001,"00120001","022537802","68615062",1,1,1,1,3,1,2,1,NA
"122","M",170,68,68001,"00120001","022537802","68615062",2,1,1,1,3,1,2,1,NA
"123","M",170,68,68001,"00130001","022317634","68001013",1,1,1,1,3,1,2,2,NA
"124","M",170,68,68001,"00130001","022317634","68001013",2,4,NA,NA,NA,NA,NA,NA,NA
"125","M",170,68,68001,"00130001","022318611","68820004",1,1,1,2,3,1,1,2,NA
"126","M",170,68,68001,"00130001","022537814","68615086",1,1,1,1,2,1,2,1,NA
"127","M",170,68,68001,"00134667","022537816","68615086",1,1,1,1,2,1,2,1,NA
"128","M",170,68,68001,"00137315","022317635","68001013",1,1,1,1,3,1,2,2,NA
"129","M",170,68,68001,"00137315","022317635","68001013",2,1,1,1,3,1,2,2,NA
"130","M",170,68,68001,"00137652","022537815","68615086",1,1,1,1,2,1,2,1,NA
"131","M",170,68,68001,"00137652","022537815","68615086",2,1,1,1,2,1,2,2,NA
"132","M",170,68,68001,"00140001","022318612","68820004",1,1,1,2,4,1,2,2,NA
"133","M",170,68,68001,"00140001","022318645","68001021",1,1,1,1,4,1,2,2,NA
"134","M",170,68,68001,"00140001","022319240","68001024",1,1,1,1,3,1,1,2,NA
"135","M",170,68,68001,"00150001","022317455","68001013",1,1,1,6,3,1,2,1,NA
"136","M",170,68,68001,"00150001","022318614","68820004",1,1,1,1,4,1,2,2,NA
"137","M",170,68,68001,"00150001","022537383","68001024",1,1,1,1,3,1,1,2,NA
"138","M",170,68,68001,"00160001","022317769","68820004",1,1,1,1,3,1,2,2,NA
"139","M",170,68,68001,"00160001","022537388","68001024",1,1,1,1,3,1,2,2,NA
"140","M",170,68,68001,"00160001","022537388","68001024",2,1,1,1,4,1,2,2,NA
"141","M",170,68,68001,"00168828","022537389","68001024",1,1,1,1,3,1,2,2,NA
"142","M",170,68,68001,"00170001","022317777","68820004",1,1,1,2,5,1,2,2,NA
"143","M",170,68,68001,"00170001","022318608","68001015",1,1,1,2,4,1,2,2,NA
"144","M",170,68,68001,"00170001","022318608","68001015",2,1,1,2,3,1,2,2,NA
"145","M",170,68,68001,"00170001","022318608","68001015",3,1,1,2,3,1,2,2,NA
"146","M",170,68,68001,"00170001","022318608","68001015",4,4,NA,NA,NA,NA,NA,NA,NA
"147","M",170,68,68001,"00180001","022305331","68001017",1,1,1,1,3,1,2,1,NA
"148","M",170,68,68001,"00180001","022305331","68001017",2,4,NA,NA,NA,NA,NA,NA,NA
"149","M",170,68,68001,"00180001","022317446","68001014",1,1,1,2,5,1,2,2,NA
"150","M",170,68,68001,"00180001","022317776","68001006",1,1,1,1,3,1,2,2,NA
"151","M",170,68,68001,"00180001","022736769","68001017",1,4,NA,NA,NA,NA,NA,NA,NA
"152","M",170,68,68001,"00190000","001641569","68001011",1,1,1,1,3,1,2,1,NA
"153","M",170,68,68001,"00190001","022303106","68001017",1,1,1,2,3,1,2,1,NA
"154","M",170,68,68001,"00190001","022317616","68001014",1,1,1,1,3,1,2,2,NA
"155","M",170,68,68001,"00190001","022317806","68001021",1,1,1,1,3,1,2,2,NA
"156","M",170,68,68001,"00190001","022318627","68001006",1,1,1,1,3,1,2,2,NA
"157","M",170,68,68001,"00190001","022318627","68001006",2,1,1,1,3,1,2,2,NA
"158","M",170,68,68001,"00190001","022318627","68001006",3,1,1,1,4,1,2,2,NA
"159","M",170,68,68001,"00190001","022318627","68001006",4,4,NA,NA,NA,NA,NA,NA,NA
"160","M",170,68,68001,"00190001","022537197","68001027",1,1,1,1,4,1,1,2,NA
"161","M",170,68,68001,"00190001","022540940","68001027",1,1,1,1,2,1,2,2,NA
"162","M",170,68,68001,"00200000","002370004","68001013",1,1,1,3,3,1,2,2,NA
"163","M",170,68,68001,"00200001","022317615","68001014",1,1,1,1,3,1,2,2,NA
"164","M",170,68,68001,"00200001","022317615","68001014",2,4,NA,NA,NA,NA,NA,NA,NA
"165","M",170,68,68001,"00200001","022317771","68001003",1,1,1,2,5,1,2,2,NA
"166","M",170,68,68001,"00200001","022318657","68001026",1,3,NA,NA,NA,NA,NA,NA,NA
"167","M",170,68,68001,"00200001","022318657","68001026",2,1,1,2,4,1,2,1,NA
"168","M",170,68,68001,"00200001","022538323","68001027",1,1,2,1,3,1,2,2,NA
"169","M",170,68,68001,"00210000","001662929","68001026",1,1,1,1,3,1,2,1,NA
"170","M",170,68,68001,"00210001","022305332","68001017",1,1,1,1,3,1,2,2,NA
"171","M",170,68,68001,"00210001","022305332","68001017",2,1,1,1,3,1,2,2,NA
"172","M",170,68,68001,"00210001","022305332","68001017",3,4,NA,NA,NA,NA,NA,NA,NA
"173","M",170,68,68001,"00210001","022305332","68001017",4,4,NA,NA,NA,NA,NA,NA,NA
"174","M",170,68,68001,"00210001","022305332","68001017",5,4,NA,NA,NA,NA,NA,NA,NA
"175","M",170,68,68001,"00210001","022317624","68001014",1,1,1,1,3,1,2,2,NA
"176","M",170,68,68001,"00210001","022317772","68001002",1,1,1,2,3,1,2,2,NA
"177","M",170,68,68001,"00210001","022318660","68001026",1,1,1,1,2,1,2,1,NA
"178","M",170,68,68001,"00210001","022538325","68001027",1,1,1,2,5,1,2,2,NA
"179","M",170,68,68001,"00210001","022538325","68001027",2,1,1,1,3,1,2,2,NA
"180","M",170,68,68001,"00210001","022538325","68001027",3,1,1,1,3,1,2,2,NA
"181","M",170,68,68001,"00210001","022538325","68001027",4,1,1,2,5,1,2,2,NA
"182","M",170,68,68001,"00220001","022317764","68001015",1,1,1,2,3,1,2,2,NA
"183","M",170,68,68001,"00220001","022318165","68001026",1,1,1,1,3,1,2,2,NA
"184","M",170,68,68001,"00220001","022318165","68001026",2,1,1,1,3,1,2,2,NA
"185","M",170,68,68001,"00220001","022318165","68001026",3,4,NA,NA,NA,NA,NA,NA,NA
"186","M",170,68,68001,"00220001","022318165","68001026",4,4,NA,NA,NA,NA,NA,NA,NA
"187","M",170,68,68001,"00220001","022537382","68001024",1,1,1,1,2,1,2,2,NA
"188","M",170,68,68001,"00230001","022317332","68001016",1,1,1,1,3,1,2,2,NA
"189","M",170,68,68001,"00230001","022317332","68001016",2,4,NA,NA,NA,NA,NA,NA,NA
"190","M",170,68,68001,"00230001","022317617","68001014",1,1,1,1,3,1,2,2,NA
"191","M",170,68,68001,"00230001","022317778","68820004",1,1,1,2,5,1,2,2,NA
"192","M",170,68,68001,"00230001","022318610","68001015",1,4,NA,NA,NA,NA,NA,NA,NA
"193","M",170,68,68001,"00230001","022537377","68001024",1,1,1,1,4,1,2,2,NA
"194","M",170,68,68001,"00230001","022537377","68001024",2,1,1,1,4,1,1,2,NA
"195","M",170,68,68001,"00230001","022537377","68001024",3,4,NA,NA,NA,NA,NA,NA,NA
"196","M",170,68,68001,"00233530","022317620","68001014",1,1,1,1,3,1,2,2,NA
"197","M",170,68,68001,"00236914","022317622","68001014",1,1,1,1,3,1,2,2,NA
"198","M",170,68,68001,"00240001","022316607","68001017",1,1,1,1,3,1,2,1,NA
"199","M",170,68,68001,"00240001","022317779","68820004",1,1,1,1,5,1,2,2,NA
"200","M",170,68,68001,"00240001","022318020","68001014",1,1,1,1,3,1,2,1,NA
"201","M",170,68,68001,"00240001","022318020","68001014",2,4,NA,NA,NA,NA,NA,NA,NA
"202","M",170,68,68001,"00240001","022318583","68001016",1,1,1,1,2,1,2,1,NA
"203","M",170,68,68001,"00240001","022318583","68001016",2,1,1,1,2,1,2,1,NA
"204","M",170,68,68001,"00240001","022318583","68001016",3,1,1,1,2,1,1,2,NA
"205","M",170,68,68001,"00240001","022318583","68001016",4,1,1,1,2,1,2,1,NA
"206","M",170,68,68001,"00240001","022318583","68001016",5,1,1,1,2,1,2,1,NA
"207","M",170,68,68001,"00240001","022537957","68001010",1,1,1,1,3,1,2,2,NA
"208","M",170,68,68001,"00240396","022537960","68001010",1,1,1,1,3,1,2,2,NA
"209","M",170,68,68001,"00241997","022537962","68001010",1,4,NA,NA,NA,NA,NA,NA,NA
"210","M",170,68,68001,"00244813","022537959","68001010",1,1,1,1,3,1,2,2,NA
"211","M",170,68,68001,"00245439","022537965","68001010",1,1,1,3,5,1,2,2,NA
"212","M",170,68,68001,"00245827","022537967","68001010",1,4,NA,NA,NA,NA,NA,NA,NA
"213","M",170,68,68001,"00246988","022537963","68001010",1,1,1,1,3,1,2,2,NA
"214","M",170,68,68001,"00247331","022537961","68001010",1,1,1,2,3,1,2,2,NA
"215","M",170,68,68001,"00247922","022318021","68001014",1,1,1,1,5,1,2,2,NA
"216","M",170,68,68001,"00249321","022537964","68001010",1,1,1,1,3,1,2,2,NA
"217","M",170,68,68001,"00250001","022318025","68001014",1,1,1,1,3,1,2,2,NA
"218","M",170,68,68001,"00250001","022318633","68001002",1,1,1,1,2,1,2,2,NA
"219","M",170,68,68001,"00250001","022318888","68001011",1,1,1,1,2,1,2,1,NA
"220","M",170,68,68001,"00250001","022318888","68001011",2,4,NA,NA,NA,NA,NA,NA,NA
"221","M",170,68,68001,"00250001","022318888","68001011",3,4,NA,NA,NA,NA,NA,NA,NA
"222","M",170,68,68001,"00250001","022537379","68001024",1,1,1,1,3,1,2,2,NA
"223","M",170,68,68001,"00250001","022736761","68001026",1,1,1,2,2,1,2,1,NA
"224","M",170,68,68001,"00250001","022736761","68001026",2,3,NA,NA,NA,NA,NA,NA,NA
"225","M",170,68,68001,"00250001","022736761","68001026",3,4,NA,NA,NA,NA,NA,NA,NA
"226","M",170,68,68001,"00257513","022318027","68001014",1,1,1,1,5,1,2,2,NA
"227","M",170,68,68001,"00259030","022318026","68001014",1,1,1,1,3,1,2,2,NA
"228","M",170,68,68001,"00260000","001641581","68001009",1,1,1,2,2,1,2,1,NA
"229","M",170,68,68001,"00260000","001641581","68001009",2,1,1,1,3,1,2,1,NA
"230","M",170,68,68001,"00260001","022316612","68001009",1,1,1,3,5,1,2,2,NA
"231","M",170,68,68001,"00260001","022317661","68001002",1,4,NA,NA,NA,NA,NA,NA,NA
"232","M",170,68,68001,"00260001","022317971","68001015",1,1,1,1,3,1,2,2,NA
"233","M",170,68,68001,"00260001","022318028","68001014",1,1,1,1,3,1,2,1,NA
"234","M",170,68,68001,"00260001","022318160","68001027",1,1,1,1,4,1,2,2,NA
"235","M",170,68,68001,"00260001","022537378","68001024",1,1,1,1,4,1,1,2,NA
"236","M",170,68,68001,"00266112","022318030","68001014",1,1,1,1,3,1,2,2,NA
"237","M",170,68,68001,"00266112","022318030","68001014",2,4,NA,NA,NA,NA,NA,NA,NA
"238","M",170,68,68001,"00270001","022316431","68001025",1,1,1,2,3,1,2,1,NA
"239","M",170,68,68001,"00270001","022317789","68820004",1,3,NA,NA,NA,NA,NA,NA,NA
"240","M",170,68,68001,"00270001","022318606","68001015",1,1,1,1,2,1,2,2,NA
"241","M",170,68,68001,"00280001","022317780","68820004",1,1,1,1,5,1,2,2,NA
"242","M",170,68,68001,"00280001","022317972","68001015",1,1,2,1,2,1,2,1,NA
"243","M",170,68,68001,"00280001","022537386","68001025",1,1,1,2,3,1,2,2,NA
"244","M",170,68,68001,"00280001","022537386","68001025",2,1,1,1,3,1,2,2,NA
"245","M",170,68,68001,"00280001","022537386","68001025",3,4,NA,NA,NA,NA,NA,NA,NA
"246","M",170,68,68001,"00280001","022736758","68001027",1,1,1,1,2,1,2,1,NA
"247","M",170,68,68001,"00280001","022736758","68001027",2,1,1,1,2,1,2,1,NA
"248","M",170,68,68001,"00290001","022316430","68001025",1,1,1,2,3,1,2,1,NA
"249","M",170,68,68001,"00290001","022316430","68001025",2,1,1,1,3,1,2,1,NA
"250","M",170,68,68001,"00290001","022317626","68001014",1,1,1,1,3,1,2,2,NA
"251","M",170,68,68001,"00290001","022317730","68276008",1,1,1,1,2,1,2,1,NA
"252","M",170,68,68001,"00290001","022317759","68001015",1,1,1,1,3,1,2,2,NA
"253","M",170,68,68001,"00290001","022317759","68001015",2,1,1,1,3,1,2,2,NA
"254","M",170,68,68001,"00290001","022317803","68001021",1,1,1,2,3,1,2,2,NA
"255","M",170,68,68001,"00300001","022303756","68001001",1,1,1,1,2,1,2,1,NA
"256","M",170,68,68001,"00300001","022317794","68001019",1,1,1,1,3,1,2,2,NA
"257","M",170,68,68001,"00300001","022317802","68001021",1,1,1,2,3,1,2,2,NA
"258","M",170,68,68001,"00300001","022537946","68001024",1,1,1,2,3,1,1,2,NA
"259","M",170,68,68001,"00300001","022537946","68001024",2,1,1,1,3,1,1,2,NA
"260","M",170,68,68001,"00300001","022540943","68001027",1,1,1,1,3,1,2,1,NA
"261","M",170,68,68001,"00300744","022303759","68001001",1,1,1,1,2,1,2,1,NA
"262","M",170,68,68001,"00300744","022303759","68001001",2,4,NA,NA,NA,NA,NA,NA,NA
"263","M",170,68,68001,"00310001","022316633","68307999",1,1,1,1,2,1,2,1,NA
"264","M",170,68,68001,"00310001","022317625","68001014",1,1,1,1,3,1,2,2,NA
"265","M",170,68,68001,"00310001","022317625","68001014",2,1,1,1,3,1,2,2,NA
"266","M",170,68,68001,"00310001","022317625","68001014",3,4,NA,NA,NA,NA,NA,NA,NA
"267","M",170,68,68001,"00310001","022318651","68001025",1,1,1,2,4,1,1,2,NA
"268","M",170,68,68001,"00310001","022537951","68001007",1,1,1,2,3,1,1,2,NA
"269","M",170,68,68001,"00311547","022537955","68001007",1,1,1,3,5,1,2,2,NA
"270","M",170,68,68001,"00314218","022537953","68001007",1,1,1,3,3,1,2,2,NA
"271","M",170,68,68001,"00314458","022537954","68001007",1,1,1,3,5,1,2,2,NA
"272","M",170,68,68001,"00316674","022537952","68001007",1,1,1,3,5,1,2,2,NA
"273","M",170,68,68001,"00320001","022316634","68307999",1,1,1,1,2,1,2,1,NA
"274","M",170,68,68001,"00330001","022316636","68307999",1,1,1,1,2,1,2,1,NA
"275","M",170,68,68001,"00330001","022317544","68001011",1,1,1,1,2,1,2,2,NA
"276","M",170,68,68001,"00330001","022317628","68001014",1,1,1,1,3,1,2,2,NA
"277","M",170,68,68001,"00330001","022317811","68001025",1,1,1,1,3,1,1,2,NA
"278","M",170,68,68001,"00330001","022318605","68001015",1,3,NA,NA,NA,NA,NA,NA,NA
"279","M",170,68,68001,"00340001","022316639","68307999",1,1,2,1,3,1,2,1,NA
"280","M",170,68,68001,"00340001","022317662","68001025",1,1,1,1,3,1,2,2,NA
"281","M",170,68,68001,"00340001","022317662","68001025",2,4,NA,NA,NA,NA,NA,NA,NA
"282","M",170,68,68001,"00340001","022318634","68001003",1,1,1,1,2,1,2,2,NA
"283","M",170,68,68001,"00350001","022303081","68307999",1,1,1,1,2,1,2,1,NA
"284","M",170,68,68001,"00350001","022303081","68307999",2,4,NA,NA,NA,NA,NA,NA,NA
"285","M",170,68,68001,"00350001","022303081","68307999",3,4,NA,NA,NA,NA,NA,NA,NA
"286","M",170,68,68001,"00350001","022304195","68001023",1,1,1,1,2,1,2,1,NA
"287","M",170,68,68001,"00350001","022317664","68001025",1,1,1,1,3,1,2,2,NA
"288","M",170,68,68001,"00350001","022317968","68001015",1,4,NA,NA,NA,NA,NA,NA,NA
"289","M",170,68,68001,"00350001","022318641","68001003",1,1,1,1,3,1,2,2,NA
"290","M",170,68,68001,"00350001","022537958","68001007",1,1,1,2,3,1,2,2,NA
"291","M",170,68,68001,"00352181","022304197","68001023",1,1,1,1,2,1,2,1,NA
"292","M",170,68,68001,"00353497","022304196","68001023",1,1,1,1,3,1,2,1,NA
"293","M",170,68,68001,"00353497","022304196","68001023",2,4,NA,NA,NA,NA,NA,NA,NA
"294","M",170,68,68001,"00360001","022303078","68307999",1,1,1,1,2,1,2,1,NA
"295","M",170,68,68001,"00360001","022318631","68001002",1,1,3,1,3,1,2,2,NA
"296","M",170,68,68001,"00360001","022318631","68001002",2,3,NA,NA,NA,NA,NA,NA,NA
"297","M",170,68,68001,"00360001","022537927","68001016",1,1,1,1,3,1,2,2,NA
"298","M",170,68,68001,"00360001","022537927","68001016",2,1,1,1,3,1,2,2,NA
"299","M",170,68,68001,"00360001","022537927","68001016",3,3,NA,NA,NA,NA,NA,NA,NA
"300","M",170,68,68001,"00370001","022303077","68001001",1,1,1,1,2,1,2,1,NA
"301","M",170,68,68001,"00370001","022317672","68001025",1,1,1,1,3,1,2,2,NA
"302","M",170,68,68001,"00370001","022318038","68001013",1,1,1,1,3,1,2,2,NA
"303","M",170,68,68001,"00370001","022318038","68001013",2,1,1,1,4,1,2,1,NA
"304","M",170,68,68001,"00370001","022318636","68001002",1,1,1,3,4,1,1,2,NA
"305","M",170,68,68001,"00380001","022303079","68001001",1,4,NA,NA,NA,NA,NA,NA,NA
"306","M",170,68,68001,"00380001","022317774","68001002",1,1,1,2,3,1,2,2,NA
"307","M",170,68,68001,"00380001","022317832","68001026",1,1,1,1,3,1,2,2,NA
