"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S15P159","P_S15P160","P_S15P161","P_S15P162","P_S15P163","P_S15P164_SP1","P_S15P164_SP2","P_S15P164_SP3","P_S15P164_SP4"
"23711","M",170,68,68190,"00420000","003083394","68190014",1,3,NA,NA,NA,NA,NA,NA,NA
"23712","M",170,68,68190,"00420000","003083413","68190015",1,4,NA,NA,NA,NA,NA,NA,NA
"23713","M",170,68,68190,"00420000","003083418","68190015",1,4,NA,NA,NA,NA,NA,NA,NA
"23714","M",170,68,68190,"00420000","003083421","68190015",1,1,1,3,5,1,2,2,NA
"23715","M",170,68,68190,"00420001","060028036","68190033",1,4,NA,NA,NA,NA,NA,NA,NA
"23716","M",170,68,68190,"00420001","060028055","68385021",1,1,1,3,3,1,2,2,NA
"23717","M",170,68,68190,"00420001","060028055","68385021",2,1,1,3,3,1,2,2,NA
"23718","M",170,68,68190,"00420001","060028752","68190002",1,1,1,3,4,1,2,2,NA
"23719","M",170,68,68190,"00430000","001606687","68190027",1,1,1,3,5,1,2,2,NA
"23720","M",170,68,68190,"00430000","001606704","68190027",1,1,1,3,3,1,2,1,NA
"23721","M",170,68,68190,"00430000","001606705","68190027",1,1,1,3,3,1,2,1,NA
"23722","M",170,68,68190,"00430000","001607027","68190013",1,1,1,3,3,1,2,2,NA
"23723","M",170,68,68190,"00430000","001607262","68190012",1,1,1,1,9,1,2,2,NA
"23724","M",170,68,68190,"00430000","002459106","68190027",1,4,NA,NA,NA,NA,NA,NA,NA
"23725","M",170,68,68190,"00430000","003001371","68190028",1,1,1,3,5,1,2,2,NA
"23726","M",170,68,68190,"00430000","003001379","68190016",1,1,1,3,5,1,2,2,NA
"23727","M",170,68,68190,"00430000","003001541","68190002",1,3,NA,NA,NA,NA,NA,NA,NA
"23728","M",170,68,68190,"00430000","003002138","68190019",1,3,NA,NA,NA,NA,NA,NA,NA
"23729","M",170,68,68190,"00430000","003002138","68190019",2,1,1,1,3,1,1,1,NA
"23730","M",170,68,68190,"00430000","003002303","68190031",1,1,1,3,3,1,2,2,NA
"23731","M",170,68,68190,"00430001","060028717","68190000",1,4,NA,NA,NA,NA,NA,NA,NA
"23732","M",170,68,68190,"00430001","060028744","68190002",1,3,NA,NA,NA,NA,NA,NA,NA
"23733","M",170,68,68190,"00440000","001606784","68190027",1,1,1,3,3,1,1,1,NA
"23734","M",170,68,68190,"00440000","001607243","68190013",1,1,1,3,3,1,2,2,NA
"23735","M",170,68,68190,"00440000","001607341","68190012",1,1,1,1,3,1,1,2,NA
"23736","M",170,68,68190,"00440000","001607459","68190001",1,4,NA,NA,NA,NA,NA,NA,NA
"23737","M",170,68,68190,"00440000","001619781","68190000",1,4,NA,NA,NA,NA,NA,NA,NA
"23738","M",170,68,68190,"00440000","002459054","68190003",1,1,1,1,3,1,1,1,NA
"23739","M",170,68,68190,"00440000","003001369","68190028",1,1,1,3,3,1,2,2,NA
"23740","M",170,68,68190,"00440000","003001538","68190026",1,1,1,1,5,1,2,2,NA
"23741","M",170,68,68190,"00440000","003002348","68190022",1,4,NA,NA,NA,NA,NA,NA,NA
"23742","M",170,68,68190,"00440000","003002348","68190022",2,4,NA,NA,NA,NA,NA,NA,NA
"23743","M",170,68,68190,"00440000","003002748","68190010",1,1,1,1,3,1,2,2,NA
"23744","M",170,68,68190,"00440000","003002748","68190010",2,1,1,1,3,1,2,2,NA
"23745","M",170,68,68190,"00440000","003002748","68190010",3,3,NA,NA,NA,NA,NA,NA,NA
"23746","M",170,68,68190,"00440000","003002768","68190009",1,1,1,3,3,1,2,2,NA
"23747","M",170,68,68190,"00440000","003083416","68190014",1,1,1,1,3,NA,NA,NA,2
"23748","M",170,68,68190,"00440001","060027879","68190003",1,1,1,1,3,1,2,1,NA
"23749","M",170,68,68190,"00440001","060027883","68190000",1,4,NA,NA,NA,NA,NA,NA,NA
"23750","M",170,68,68190,"00440001","060028266","68190017",1,1,1,1,3,1,1,2,NA
"23751","M",170,68,68190,"00440001","060028353","68190016",1,1,1,1,3,1,2,2,NA
"23752","M",170,68,68190,"00450000","001606782","68190027",1,1,1,1,3,1,1,1,NA
"23753","M",170,68,68190,"00450000","001606783","68190027",1,1,1,1,3,1,1,1,NA
"23754","M",170,68,68190,"00450000","001606814","68190013",1,1,1,3,3,1,2,2,NA
"23755","M",170,68,68190,"00450000","001607028","68190013",1,1,1,3,3,1,2,2,NA
"23756","M",170,68,68190,"00450000","001607266","68190032",1,1,1,1,3,1,2,2,NA
"23757","M",170,68,68190,"00450000","001607283","68190018",1,4,NA,NA,NA,NA,NA,NA,NA
"23758","M",170,68,68190,"00450000","001607367","68190012",1,1,1,1,3,1,2,2,NA
"23759","M",170,68,68190,"00450000","001607430","68190012",1,4,NA,NA,NA,NA,NA,NA,NA
"23760","M",170,68,68190,"00450000","003001277","68190030",1,1,1,1,3,1,2,2,NA
"23761","M",170,68,68190,"00450000","003001292","68190006",1,1,1,1,3,1,2,2,NA
"23762","M",170,68,68190,"00450000","003001378","68190016",1,1,1,3,5,NA,NA,NA,2
"23763","M",170,68,68190,"00450000","003001537","68190026",1,1,1,3,3,1,2,2,NA
"23764","M",170,68,68190,"00450000","003001554","68190026",1,1,1,1,3,1,2,2,NA
"23765","M",170,68,68190,"00450000","003002195","68190006",1,1,1,3,3,1,2,2,NA
"23766","M",170,68,68190,"00450000","003002196","68190006",1,1,1,3,3,1,2,2,NA
"23767","M",170,68,68190,"00450000","003002714","68190031",1,1,1,1,3,1,2,2,NA
"23768","M",170,68,68190,"00450000","003002769","68190009",1,1,1,3,5,1,2,2,NA
"23769","M",170,68,68190,"00450000","003018346","68190021",1,1,1,1,3,1,2,2,NA
"23770","M",170,68,68190,"00450000","003018346","68190021",2,3,NA,NA,NA,NA,NA,NA,NA
"23771","M",170,68,68190,"00450000","003018346","68190021",3,3,NA,NA,NA,NA,NA,NA,NA
"23772","M",170,68,68190,"00450000","003083414","68190015",1,4,NA,NA,NA,NA,NA,NA,NA
"23773","M",170,68,68190,"00450001","060028357","68190016",1,4,NA,NA,NA,NA,NA,NA,NA
"23774","M",170,68,68190,"00450001","060028486","68190032",1,1,1,1,3,1,2,2,NA
"23775","M",170,68,68190,"00460000","001066955","68190012",1,1,1,1,3,1,2,2,NA
"23776","M",170,68,68190,"00460000","001607264","68190032",1,1,1,1,3,1,2,2,NA
"23777","M",170,68,68190,"00460000","001607264","68190032",2,4,NA,NA,NA,NA,NA,NA,NA
"23778","M",170,68,68190,"00460000","001607264","68190032",3,4,NA,NA,NA,NA,NA,NA,NA
"23779","M",170,68,68190,"00460000","003001351","68190028",1,1,1,1,3,1,2,2,NA
"23780","M",170,68,68190,"00460000","003001410","68190016",1,1,1,3,5,NA,NA,NA,2
"23781","M",170,68,68190,"00460000","003001596","68190003",1,1,1,1,3,1,1,2,NA
"23782","M",170,68,68190,"00460000","003002194","68190006",1,1,1,3,3,1,2,2,NA
"23783","M",170,68,68190,"00460000","003002530","68190031",1,1,1,3,3,NA,NA,NA,2
"23784","M",170,68,68190,"00460000","003002530","68190031",2,4,NA,NA,NA,NA,NA,NA,NA
"23785","M",170,68,68190,"00460000","003002530","68190031",3,4,NA,NA,NA,NA,NA,NA,NA
"23786","M",170,68,68190,"00460000","003002615","68190029",1,1,1,3,3,1,2,2,NA
"23787","M",170,68,68190,"00460000","003002766","68190010",1,1,1,1,3,1,2,2,NA
"23788","M",170,68,68190,"00460001","060027970","68190028",1,1,1,1,3,1,2,2,NA
"23789","M",170,68,68190,"00460001","060028244","68190003",1,1,1,1,3,1,1,2,NA
"23790","M",170,68,68190,"00460001","060028244","68190003",2,3,NA,NA,NA,NA,NA,NA,NA
"23791","M",170,68,68190,"00460001","060028244","68190003",3,3,NA,NA,NA,NA,NA,NA,NA
"23792","M",170,68,68190,"00460001","060028323","68190017",1,1,1,1,3,1,2,2,NA
"23793","M",170,68,68190,"00460001","060028356","68190016",1,4,NA,NA,NA,NA,NA,NA,NA
"23794","M",170,68,68190,"00460001","060028487","68190032",1,1,1,1,3,1,2,2,NA
"23795","M",170,68,68190,"00460001","060028487","68190032",2,4,NA,NA,NA,NA,NA,NA,NA
"23796","M",170,68,68190,"00460001","060028487","68190032",3,4,NA,NA,NA,NA,NA,NA,NA
"23797","M",170,68,68190,"00460001","060028487","68190032",4,4,NA,NA,NA,NA,NA,NA,NA
"23798","M",170,68,68190,"00470000","001066956","68190012",1,4,NA,NA,NA,NA,NA,NA,NA
"23799","M",170,68,68190,"00470000","001606604","68190033",1,4,NA,NA,NA,NA,NA,NA,NA
"23800","M",170,68,68190,"00470000","001606812","68190013",1,1,1,3,3,1,2,2,NA
"23801","M",170,68,68190,"00470000","002459029","68190025",1,1,1,1,3,1,2,2,NA
"23802","M",170,68,68190,"00470000","003001205","68190025",1,1,1,1,3,1,2,2,NA
"23803","M",170,68,68190,"00470000","003001285","68190003",1,1,1,1,3,1,1,2,NA
"23804","M",170,68,68190,"00470000","003001362","68190000",1,1,1,1,3,1,1,2,NA
"23805","M",170,68,68190,"00470000","003001362","68190000",2,1,1,1,3,1,1,2,NA
"23806","M",170,68,68190,"00470000","003001362","68190000",3,3,NA,NA,NA,NA,NA,NA,NA
"23807","M",170,68,68190,"00470000","003001443","68190016",1,1,1,3,3,NA,NA,NA,2
"23808","M",170,68,68190,"00470000","003001447","68190028",1,1,1,1,3,1,2,2,NA
"23809","M",170,68,68190,"00470000","003002013","68385021",1,1,1,4,3,1,2,2,NA
"23810","M",170,68,68190,"00470000","003002013","68385021",2,3,NA,NA,NA,NA,NA,NA,NA
"23811","M",170,68,68190,"00470000","003002022","68190021",1,1,1,1,3,1,2,2,NA
"23812","M",170,68,68190,"00470000","003002038","68190007",1,1,1,1,3,1,2,2,NA
"23813","M",170,68,68190,"00470000","003002056","68190011",1,1,1,1,3,1,2,2,NA
"23814","M",170,68,68190,"00470000","003002201","68190021",1,1,1,3,3,NA,NA,NA,2
"23815","M",170,68,68190,"00470000","003002478","68190029",1,1,1,1,3,1,2,2,NA
"23816","M",170,68,68190,"00470000","003002687","68190018",1,1,1,3,3,1,2,2,NA
"23817","M",170,68,68190,"00470000","003002791","68190021",1,4,NA,NA,NA,NA,NA,NA,NA
"23818","M",170,68,68190,"00470000","003018379","68190001",1,1,1,1,3,1,2,2,NA
"23819","M",170,68,68190,"00470001","060028246","68190003",1,1,1,1,4,1,1,2,NA
"23820","M",170,68,68190,"00470001","060029238","68190017",1,1,1,3,5,1,2,2,NA
"23821","M",170,68,68190,"00480000","001606524","68190025",1,1,1,1,3,1,2,2,NA
"23822","M",170,68,68190,"00480000","001606525","68190025",1,1,1,1,3,1,2,2,NA
"23823","M",170,68,68190,"00480000","001606605","68190026",1,1,1,3,3,1,2,2,NA
"23824","M",170,68,68190,"00480000","001607050","68190013",1,1,1,9,9,NA,NA,NA,2
"23825","M",170,68,68190,"00480000","001607052","68190020",1,4,NA,NA,NA,NA,NA,NA,NA
"23826","M",170,68,68190,"00480000","001607428","68190012",1,1,1,3,3,1,2,2,NA
"23827","M",170,68,68190,"00480000","003001204","68190025",1,4,NA,NA,NA,NA,NA,NA,NA
"23828","M",170,68,68190,"00480000","003001268","68190025",1,1,1,1,3,1,2,2,NA
"23829","M",170,68,68190,"00480000","003001270","68190025",1,1,1,1,3,1,2,2,NA
"23830","M",170,68,68190,"00480000","003002695","68190015",1,1,1,1,3,1,2,2,NA
"23831","M",170,68,68190,"00480000","003002695","68190015",2,3,NA,NA,NA,NA,NA,NA,NA
"23832","M",170,68,68190,"00480000","003002715","68190010",1,1,1,9,9,1,NA,NA,NA
"23833","M",170,68,68190,"00480000","003083435","68190014",1,1,1,3,3,1,2,2,NA
"23834","M",170,68,68190,"00480001","060028565","68190002",1,1,1,3,3,1,2,2,NA
"23835","M",170,68,68190,"00490000","001394308","68190020",1,1,1,3,3,1,2,2,NA
"23836","M",170,68,68190,"00490000","001607024","68190027",1,1,1,1,3,1,1,1,NA
"23837","M",170,68,68190,"00490000","001607108","68190012",1,4,NA,NA,NA,NA,NA,NA,NA
"23838","M",170,68,68190,"00490000","001607163","68190032",1,1,1,1,3,1,2,2,NA
"23839","M",170,68,68190,"00490000","001607490","68190019",1,1,1,1,3,1,2,2,NA
"23840","M",170,68,68190,"00490000","002459038","68190025",1,1,1,3,4,1,2,2,NA
"23841","M",170,68,68190,"00490000","003001272","68190025",1,1,1,1,3,1,2,2,NA
"23842","M",170,68,68190,"00490000","003001408","68190016",1,1,1,4,5,NA,NA,NA,2
"23843","M",170,68,68190,"00490000","003001449","68190028",1,1,1,1,3,1,2,2,NA
"23844","M",170,68,68190,"00490000","003001490","68190028",1,1,1,3,3,1,2,2,NA
"23845","M",170,68,68190,"00490000","003002482","68190029",1,1,1,1,3,1,2,2,NA
"23846","M",170,68,68190,"00490000","003002767","68190010",1,1,1,1,3,1,2,2,NA
"23847","M",170,68,68190,"00490000","003018380","68190024",1,1,1,3,3,1,2,2,NA
"23848","M",170,68,68190,"00490000","003083403","68190014",1,1,1,3,9,NA,NA,NA,2
"23849","M",170,68,68190,"00490000","003083424","68190015",1,4,NA,NA,NA,NA,NA,NA,NA
"23850","M",170,68,68190,"00490001","060028484","68190032",1,1,1,1,3,1,2,2,NA
"23851","M",170,68,68190,"00490001","060028562","68190002",1,1,1,3,5,NA,NA,NA,2
"23852","M",170,68,68190,"00500000","001606571","68190027",1,1,1,1,3,1,1,1,NA
"23853","M",170,68,68190,"00500000","001607101","68190000",1,1,1,3,5,1,2,2,NA
"23854","M",170,68,68190,"00500000","001607109","68190012",1,4,NA,NA,NA,NA,NA,NA,NA
"23855","M",170,68,68190,"00500000","001607237","68190003",1,4,NA,NA,NA,NA,NA,NA,NA
"23856","M",170,68,68190,"00500000","002459039","68190025",1,1,1,3,3,1,2,2,NA
"23857","M",170,68,68190,"00500000","003001349","68190000",1,1,1,3,3,1,2,2,NA
"23858","M",170,68,68190,"00500000","003001376","68190016",1,1,1,4,3,1,2,2,NA
"23859","M",170,68,68190,"00500000","003002041","68190007",1,1,1,1,3,1,2,2,NA
"23860","M",170,68,68190,"00500000","003002287","68190011",1,3,NA,NA,NA,NA,NA,NA,NA
"23861","M",170,68,68190,"00500000","003002389","68190032",1,1,1,1,3,1,2,2,NA
"23862","M",170,68,68190,"00500000","003002589","68190013",1,1,1,1,3,1,2,2,NA
"23863","M",170,68,68190,"00500000","003002589","68190013",2,3,NA,NA,NA,NA,NA,NA,NA
"23864","M",170,68,68190,"00500000","003002589","68190013",3,3,NA,NA,NA,NA,NA,NA,NA
"23865","M",170,68,68190,"00500000","003002661","68190015",1,1,1,1,3,1,2,2,NA
"23866","M",170,68,68190,"00500000","003002722","68190029",1,1,1,1,5,1,2,2,NA
"23867","M",170,68,68190,"00500000","003002722","68190029",2,4,NA,NA,NA,NA,NA,NA,NA
"23868","M",170,68,68190,"00500001","060028492","68190032",1,1,1,1,4,1,2,2,NA
"23869","M",170,68,68190,"00500001","060028561","68190002",1,1,1,3,3,1,2,2,NA
"23870","M",170,68,68190,"00510000","000607162","68190032",1,3,NA,NA,NA,NA,NA,NA,NA
"23871","M",170,68,68190,"00510000","001606797","68190026",1,1,1,3,3,NA,NA,NA,2
"23872","M",170,68,68190,"00510000","001607161","68190032",1,4,NA,NA,NA,NA,NA,NA,NA
"23873","M",170,68,68190,"00510000","001607219","68190002",1,4,NA,NA,NA,NA,NA,NA,NA
"23874","M",170,68,68190,"00510000","001607391","68190018",1,1,1,3,3,1,2,2,NA
"23875","M",170,68,68190,"00510000","003000238","68190032",1,1,1,1,3,1,2,2,NA
"23876","M",170,68,68190,"00510000","003002387","68190032",1,1,1,1,3,1,2,2,NA
"23877","M",170,68,68190,"00510000","003002390","68190032",1,1,1,1,3,1,2,2,NA
"23878","M",170,68,68190,"00510000","003002391","68190032",1,1,1,1,3,1,2,2,NA
"23879","M",170,68,68190,"00510000","003002562","68190031",1,1,1,3,3,1,2,2,NA
"23880","M",170,68,68190,"00510000","003002586","68190013",1,1,1,1,3,1,2,2,NA
"23881","M",170,68,68190,"00510000","003002586","68190013",2,4,NA,NA,NA,NA,NA,NA,NA
"23882","M",170,68,68190,"00510000","003018364","68190030",1,1,1,3,5,1,2,2,NA
"23883","M",170,68,68190,"00510000","003083433","68190000",1,4,NA,NA,NA,NA,NA,NA,NA
"23884","M",170,68,68190,"00510001","060027882","68190000",1,1,1,1,3,1,2,2,NA
"23885","M",170,68,68190,"00510001","060028494","68190032",1,4,NA,NA,NA,NA,NA,NA,NA
"23886","M",170,68,68190,"00510001","060028692","68385019",1,1,1,1,3,1,2,2,NA
"23887","M",170,68,68190,"00510647","060028495","68190032",1,3,NA,NA,NA,NA,NA,NA,NA
"23888","M",170,68,68190,"00511506","060028497","68190032",1,1,1,1,3,1,2,2,NA
"23889","M",170,68,68190,"00517038","060028498","68190032",1,1,1,1,3,1,2,2,NA
"23890","M",170,68,68190,"00518345","060028496","68190032",1,1,1,1,4,1,2,2,NA
"23891","M",170,68,68190,"00520000","001607202","68190023",1,4,NA,NA,NA,NA,NA,NA,NA
"23892","M",170,68,68190,"00520000","001607485","68190019",1,4,NA,NA,NA,NA,NA,NA,NA
"23893","M",170,68,68190,"00520000","003001206","68385019",1,3,NA,NA,NA,NA,NA,NA,NA
"23894","M",170,68,68190,"00520000","003001394","68190028",1,1,1,7,5,NA,NA,NA,2
"23895","M",170,68,68190,"00520000","003002078","68190024",1,1,1,3,3,1,2,2,NA
"23896","M",170,68,68190,"00520000","003002397","68190030",1,4,NA,NA,NA,NA,NA,NA,NA
"23897","M",170,68,68190,"00520000","003002696","68190018",1,1,1,1,3,1,2,2,NA
"23898","M",170,68,68190,"00520000","003018398","68190017",1,1,1,1,3,1,2,2,NA
"23899","M",170,68,68190,"00520001","060027916","68190002",1,3,NA,NA,NA,NA,NA,NA,NA
"23900","M",170,68,68190,"00530000","001607443","68190024",1,1,1,1,3,1,2,2,NA
"23901","M",170,68,68190,"00530000","002459112","68190002",1,3,NA,NA,NA,NA,NA,NA,NA
"23902","M",170,68,68190,"00530000","003001223","68190030",1,1,1,1,3,1,2,2,NA
"23903","M",170,68,68190,"00530000","003001229","68190030",1,1,1,3,5,NA,NA,NA,2
"23904","M",170,68,68190,"00530000","003001485","68190032",1,1,1,1,3,1,2,2,NA
"23905","M",170,68,68190,"00530000","003001485","68190032",2,3,NA,NA,NA,NA,NA,NA,NA
"23906","M",170,68,68190,"00530000","003001592","68190002",1,1,1,3,3,1,2,2,NA
"23907","M",170,68,68190,"00530000","003002632","68190013",1,1,1,1,3,1,2,2,NA
"23908","M",170,68,68190,"00530000","003002632","68190013",2,3,NA,NA,NA,NA,NA,NA,NA
"23909","M",170,68,68190,"00530000","003002632","68190013",3,3,NA,NA,NA,NA,NA,NA,NA
"23910","M",170,68,68190,"00530000","003002697","68190018",1,1,1,1,3,1,2,2,NA
"23911","M",170,68,68190,"00530001","060027906","68190002",1,1,1,3,3,1,2,2,NA
"23912","M",170,68,68190,"00530001","060028282","68190032",1,1,1,1,3,1,1,2,NA
"23913","M",170,68,68190,"00530001","060028282","68190032",2,4,NA,NA,NA,NA,NA,NA,NA
"23914","M",170,68,68190,"00530001","060028693","68385019",1,1,1,3,3,1,2,2,NA
"23915","M",170,68,68190,"00539788","060027907","68190002",1,3,NA,NA,NA,NA,NA,NA,NA
"23916","M",170,68,68190,"00540000","001066959","68190025",1,4,NA,NA,NA,NA,NA,NA,NA
"23917","M",170,68,68190,"00540000","001607016","68190003",1,3,NA,NA,NA,NA,NA,NA,NA
"23918","M",170,68,68190,"00540000","001607286","68190032",1,1,1,1,3,1,2,2,NA
"23919","M",170,68,68190,"00540000","001607317","68190002",1,1,1,3,3,1,2,2,NA
"23920","M",170,68,68190,"00540000","002459032","68190025",1,1,1,1,3,1,2,2,NA
"23921","M",170,68,68190,"00540000","003001436","68190007",1,1,1,1,3,1,2,2,NA
"23922","M",170,68,68190,"00540000","003001448","68190023",1,1,1,3,3,1,2,2,NA
"23923","M",170,68,68190,"00540000","003001598","68190002",1,1,1,3,3,1,2,2,NA
"23924","M",170,68,68190,"00540000","003002167","68190029",1,1,1,3,5,1,2,2,NA
"23925","M",170,68,68190,"00540000","003002318","68190002",1,1,1,3,5,1,2,2,NA
"23926","M",170,68,68190,"00540000","003002684","68190018",1,1,1,1,3,1,2,2,NA
"23927","M",170,68,68190,"00540000","003002684","68190018",2,3,NA,NA,NA,NA,NA,NA,NA
"23928","M",170,68,68190,"00540000","003002684","68190018",3,4,NA,NA,NA,NA,NA,NA,NA
"23929","M",170,68,68190,"00540001","060028281","68190032",1,1,1,1,3,1,2,2,NA
"23930","M",170,68,68190,"00540001","060028559","68190025",1,1,1,1,3,1,2,2,NA
"23931","M",170,68,68190,"00540001","060028749","68190002",1,1,1,3,3,1,1,2,NA
"23932","M",170,68,68190,"00550000","001394302","68190007",1,4,NA,NA,NA,NA,NA,NA,NA
"23933","M",170,68,68190,"00550000","001606716","68190025",1,1,1,3,3,1,2,2,NA
"23934","M",170,68,68190,"00550000","001607284","68190032",1,4,NA,NA,NA,NA,NA,NA,NA
"23935","M",170,68,68190,"00550000","001607397","68190025",1,3,NA,NA,NA,NA,NA,NA,NA
"23936","M",170,68,68190,"00550000","002459030","68190025",1,1,1,1,2,1,2,2,NA
"23937","M",170,68,68190,"00550000","003001258","68190027",1,1,1,3,5,NA,NA,NA,2
"23938","M",170,68,68190,"00550000","003001311","68190023",1,1,1,3,4,NA,NA,NA,2
"23939","M",170,68,68190,"00550000","003001595","68190002",1,1,1,3,5,1,2,2,NA
"23940","M",170,68,68190,"00550000","003002223","68190026",1,1,1,1,3,1,2,2,NA
"23941","M",170,68,68190,"00550000","003002395","68190025",1,1,1,1,3,1,2,2,NA
"23942","M",170,68,68190,"00550000","003002399","68190025",1,1,1,1,3,1,2,2,NA
"23943","M",170,68,68190,"00550000","003002683","68190018",1,1,1,1,3,1,2,2,NA
"23944","M",170,68,68190,"00550000","003002683","68190018",2,4,NA,NA,NA,NA,NA,NA,NA
"23945","M",170,68,68190,"00550000","003002713","68190031",1,1,1,1,3,1,2,2,NA
"23946","M",170,68,68190,"00550000","003002739","68190009",1,1,1,1,3,1,2,2,NA
"23947","M",170,68,68190,"00550000","003002739","68190009",2,4,NA,NA,NA,NA,NA,NA,NA
"23948","M",170,68,68190,"00550000","003018342","68190005",1,1,1,1,3,1,2,2,NA
"23949","M",170,68,68190,"00550001","060027936","68190033",1,1,1,1,3,1,2,2,NA
"23950","M",170,68,68190,"00550001","060028750","68190002",1,1,1,3,5,1,2,2,NA
"23951","M",170,68,68190,"00560000","002459060","68190025",1,1,1,1,3,1,2,2,NA
"23952","M",170,68,68190,"00560000","003001283","68190003",1,1,1,1,3,1,1,1,NA
"23953","M",170,68,68190,"00560000","003001433","68190007",1,1,1,3,1,1,2,2,NA
"23954","M",170,68,68190,"00560000","003001533","68190033",1,4,NA,NA,NA,NA,NA,NA,NA
"23955","M",170,68,68190,"00560000","003002097","68190024",1,1,1,3,3,1,2,2,NA
"23956","M",170,68,68190,"00560000","003002360","68190018",1,1,1,1,3,1,2,2,NA
"23957","M",170,68,68190,"00560000","003002745","68190010",1,1,1,1,3,1,2,2,NA
"23958","M",170,68,68190,"00560000","003018253","68190020",1,1,1,9,9,NA,NA,NA,2
"23959","M",170,68,68190,"00560001","060028248","68190003",1,1,1,1,4,1,2,1,NA
"23960","M",170,68,68190,"00560001","060028310","68190017",1,1,1,1,3,1,2,2,NA
"23961","M",170,68,68190,"00570000","001607508","68190018",1,1,1,3,3,1,2,2,NA
"23962","M",170,68,68190,"00570000","002459031","68190025",1,1,1,1,3,1,2,2,NA
"23963","M",170,68,68190,"00570000","003001475","68190028",1,1,1,3,5,1,2,2,NA
"23964","M",170,68,68190,"00570000","003002217","68190024",1,1,1,3,3,1,2,2,NA
"23965","M",170,68,68190,"00570000","003002276","68190007",1,1,1,3,5,1,2,2,NA
"23966","M",170,68,68190,"00570000","003002367","68190026",1,1,1,3,3,1,2,2,NA
"23967","M",170,68,68190,"00570000","003002612","68190029",1,1,1,3,3,1,2,2,NA
"23968","M",170,68,68190,"00570000","003002612","68190029",2,4,NA,NA,NA,NA,NA,NA,NA
"23969","M",170,68,68190,"00570000","003002736","68190009",1,3,NA,NA,NA,NA,NA,NA,NA
"23970","M",170,68,68190,"00570001","060028276","68190032",1,3,NA,NA,NA,NA,NA,NA,NA
"23971","M",170,68,68190,"00570001","060028558","68190025",1,1,1,1,3,1,2,2,NA
"23972","M",170,68,68190,"00577678","060028845","68190033",1,1,1,3,5,1,2,2,NA
"23973","M",170,68,68190,"00580000","001599584","68190027",1,1,1,1,2,1,1,1,NA
"23974","M",170,68,68190,"00580000","001606727","68190027",1,1,1,1,2,1,1,1,NA
"23975","M",170,68,68190,"00580000","001606786","68190026",1,4,NA,NA,NA,NA,NA,NA,NA
"23976","M",170,68,68190,"00580000","001607210","68190023",1,4,NA,NA,NA,NA,NA,NA,NA
"23977","M",170,68,68190,"00580000","002459061","68190030",1,1,1,1,3,1,2,2,NA
"23978","M",170,68,68190,"00580000","003001209","68190002",1,1,1,3,3,1,2,2,NA
"23979","M",170,68,68190,"00580000","003001289","68190027",1,1,1,1,3,1,1,1,NA
"23980","M",170,68,68190,"00580000","003001576","68190028",1,1,1,3,5,1,2,2,NA
"23981","M",170,68,68190,"00580000","003002042","68190007",1,1,1,1,3,1,2,2,NA
"23982","M",170,68,68190,"00580000","003002166","68190029",1,3,NA,NA,NA,NA,NA,NA,NA
"23983","M",170,68,68190,"00580000","003002447","68190018",1,1,1,2,5,1,2,2,NA
"23984","M",170,68,68190,"00580000","003002543","68190009",1,1,1,1,3,1,2,2,NA
"23985","M",170,68,68190,"00580000","003002593","68190013",1,1,1,1,3,1,2,2,NA
"23986","M",170,68,68190,"00580000","003002593","68190013",2,3,NA,NA,NA,NA,NA,NA,NA
"23987","M",170,68,68190,"00580001","060027971","68190028",1,1,1,3,5,1,2,2,NA
"23988","M",170,68,68190,"00580001","060028560","68190002",1,1,1,3,5,NA,NA,NA,2
"23989","M",170,68,68190,"00590000","001607279","68190007",1,1,1,3,3,1,2,2,NA
"23990","M",170,68,68190,"00590000","001607378","68190012",1,1,1,3,3,1,2,2,NA
"23991","M",170,68,68190,"00590000","003001225","68190025",1,1,1,1,3,1,2,2,NA
"23992","M",170,68,68190,"00590000","003001308","68190032",1,4,NA,NA,NA,NA,NA,NA,NA
"23993","M",170,68,68190,"00590000","003001450","68190016",1,1,1,3,3,1,2,2,NA
"23994","M",170,68,68190,"00590000","003001577","68190026",1,1,1,1,2,1,1,2,NA
"23995","M",170,68,68190,"00590000","003002018","68190021",1,1,1,1,3,1,2,2,NA
"23996","M",170,68,68190,"00590000","003002208","68190028",1,1,1,3,5,1,2,2,NA
"23997","M",170,68,68190,"00590000","003002305","68190031",1,1,1,3,3,1,2,2,NA
"23998","M",170,68,68190,"00590000","003002507","68190029",1,1,1,1,3,1,2,2,NA
"23999","M",170,68,68190,"00590000","003002762","68190010",1,4,NA,NA,NA,NA,NA,NA,NA
"24000","M",170,68,68190,"00590001","060028284","68190032",1,4,NA,NA,NA,NA,NA,NA,NA
"24001","M",170,68,68190,"00590001","060028328","68385019",1,4,NA,NA,NA,NA,NA,NA,NA
"24002","M",170,68,68190,"00600000","001443780","68190000",1,4,NA,NA,NA,NA,NA,NA,NA
"24003","M",170,68,68190,"00600000","001607010","68190032",1,1,1,3,3,1,2,2,NA
"24004","M",170,68,68190,"00600000","001607036","68190026",1,1,1,1,3,1,1,1,NA
"24005","M",170,68,68190,"00600000","001607132","68190016",1,4,NA,NA,NA,NA,NA,NA,NA
