"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","ITER_HG","P_S15P165A","P_S15P165B","P_S15P177","P_S15P178","P_S15P179_SP1","P_S15P179A","P_S15P179_SP2","P_S15P179B","P_S15P179_SP3","P_S15P179C","P_S15P179_SP4","P_S15P180","TOT_PROD_HOGAR"
"57409","N",170,68,68547,"10960000","003025361","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57410","N",170,68,68547,"10960000","003025383","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57411","N",170,68,68547,"10960000","003025384","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57412","N",170,68,68547,"10960000","003025435","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57413","N",170,68,68547,"10960000","003025436","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57414","N",170,68,68547,"10960000","003025441","68547021","00101",1,1,2,1,1,1980,NA,NA,NA,NA,NA,2,1
"57415","N",170,68,68547,"10960000","003039256","68547033","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57416","N",170,68,68547,"10960000","003079203","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57417","N",170,68,68547,"10960000","007450526","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57418","N",170,68,68547,"10960000","007450533","68547021","00101",1,1,2,1,1,1999,NA,NA,NA,NA,NA,2,NA
"57419","N",170,68,68547,"10960000","007450534","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57420","N",170,68,68547,"10960000","007450538","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57421","N",170,68,68547,"10960000","007450540","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57422","N",170,68,68547,"10960000","007450556","68547021","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57423","N",170,68,68547,"10960000","007450557","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57424","N",170,68,68547,"10960000","007450560","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57425","N",170,68,68547,"10960000","007450560","68547021","00201",2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57426","N",170,68,68547,"10960000","007450560","68547021","00301",3,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57427","N",170,68,68547,"10960000","007450561","68547021","00101",1,1,2,2,1,1980,NA,NA,NA,NA,NA,1,NA
"57428","N",170,68,68547,"10960000","007450563","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57429","N",170,68,68547,"10960000","007975350","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57430","N",170,68,68547,"10960000","007975352","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57431","N",170,68,68547,"10960000","007975353","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57432","N",170,68,68547,"10960000","007975354","68547021","00101",1,1,1,3,NA,NA,1,2010,NA,NA,NA,2,NA
"57433","N",170,68,68547,"10960000","007975355","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57434","N",170,68,68547,"10960000","007975356","68547021","00101",1,1,1,2,1,1997,NA,NA,NA,NA,NA,2,NA
"57435","N",170,68,68547,"10960000","007975359","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57436","N",170,68,68547,"10960000","007978329","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57437","N",170,68,68547,"10960000","007978494","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57438","N",170,68,68547,"10960000","007978496","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57439","N",170,68,68547,"10960000","007978497","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57440","N",170,68,68547,"10960000","007978498","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57441","N",170,68,68547,"10960000","081978499","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57442","N",170,68,68547,"10960000","081978500","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57443","N",170,68,68547,"10960000","082027454","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57444","N",170,68,68547,"10960000","082027455","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57445","N",170,68,68547,"10960000","082027456","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57446","N",170,68,68547,"10960000","082027457","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57447","N",170,68,68547,"10960000","082027458","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57448","N",170,68,68547,"10960000","082027459","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57449","N",170,68,68547,"10960000","082027460","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57450","N",170,68,68547,"10960000","082027461","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57451","N",170,68,68547,"10960000","082027462","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57452","N",170,68,68547,"10960000","082027469","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57453","N",170,68,68547,"10960000","082027470","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57454","N",170,68,68547,"10960000","082027471","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57455","N",170,68,68547,"10960000","082027473","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57456","N",170,68,68547,"10960000","082027473","68547021","00201",2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57457","N",170,68,68547,"10960000","082027474","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57458","N",170,68,68547,"10960000","082027475","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57459","N",170,68,68547,"10960000","082027476","68547021","00101",1,1,2,1,NA,NA,1,1999,NA,NA,NA,2,NA
"57460","N",170,68,68547,"10960000","082027477","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57461","N",170,68,68547,"10960000","082027478","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57462","N",170,68,68547,"10960000","082027479","68547021","00101",1,1,1,2,NA,NA,1,1933,NA,NA,NA,2,NA
"57463","N",170,68,68547,"10960000","082027643","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57464","N",170,68,68547,"10960000","082027644","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57465","N",170,68,68547,"10960000","082027665","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57466","N",170,68,68547,"10960000","082027666","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57467","N",170,68,68547,"10960000","082027666","68547021","00201",2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57468","N",170,68,68547,"10960000","082027667","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57469","N",170,68,68547,"10960000","082027668","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57470","N",170,68,68547,"10960000","082027669","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57471","N",170,68,68547,"10960000","082027670","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57472","N",170,68,68547,"10960000","082027670","68547021","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57473","N",170,68,68547,"10960000","082027672","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57474","N",170,68,68547,"10960000","082027745","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57475","N",170,68,68547,"10960000","082027746","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57476","N",170,68,68547,"10960000","082027747","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57477","N",170,68,68547,"10960000","082027748","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57478","N",170,68,68547,"10960000","082027749","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57479","N",170,68,68547,"10960000","082027789","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57480","N",170,68,68547,"10960000","082027790","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57481","N",170,68,68547,"10960000","082027791","68547021","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57482","N",170,68,68547,"10960000","082027792","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57483","N",170,68,68547,"10960000","082027793","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57484","N",170,68,68547,"10960000","083025385","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57485","N",170,68,68547,"10960000","083025396","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57486","N",170,68,68547,"10960000","083025397","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57487","N",170,68,68547,"10960000","083025433","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57488","N",170,68,68547,"10960000","083025433","68547021","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57489","N",170,68,68547,"10960000","083025434","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57490","N",170,68,68547,"10960001","060041064","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57491","N",170,68,68547,"10960001","060042208","68547021","00101",1,1,1,2,1,1990,NA,NA,NA,NA,NA,2,NA
"57492","N",170,68,68547,"10960001","060042602","68547021","00101",1,1,2,1,1,1985,NA,NA,NA,NA,NA,2,NA
"57493","N",170,68,68547,"10960001","060042630","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57494","N",170,68,68547,"10960001","060042904","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57495","N",170,68,68547,"10960001","060042974","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57496","N",170,68,68547,"10960001","060042974","68547021","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57497","N",170,68,68547,"10960001","060043195","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57498","N",170,68,68547,"10960001","060044121","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57499","N",170,68,68547,"10960001","060044197","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57500","N",170,68,68547,"10960001","060044270","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57501","N",170,68,68547,"10960001","060044270","68547021","00102",1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57502","N",170,68,68547,"10960001","060045504","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57503","N",170,68,68547,"10960001","060045610","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57504","N",170,68,68547,"10960001","060045703","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57505","N",170,68,68547,"10960211","060045505","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57506","N",170,68,68547,"10960724","060042633","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57507","N",170,68,68547,"10960724","060042633","68547021","00102",1,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57508","N",170,68,68547,"10960873","060042636","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57509","N",170,68,68547,"10960919","060042632","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57510","N",170,68,68547,"10961586","060042604","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57511","N",170,68,68547,"10961586","060042604","68547021","00102",1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57512","N",170,68,68547,"10961846","060042209","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57513","N",170,68,68547,"10962066","060042640","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57514","N",170,68,68547,"10962149","060045611","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57515","N",170,68,68547,"10962267","060042634","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57516","N",170,68,68547,"10962446","060044198","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57517","N",170,68,68547,"10962679","060043053","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57518","N",170,68,68547,"10962801","060041066","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57519","N",170,68,68547,"10963184","060045506","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57520","N",170,68,68547,"10963199","060042638","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57521","N",170,68,68547,"10963232","060042605","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57522","N",170,68,68547,"10963282","060042637","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57523","N",170,68,68547,"10963374","060042631","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57524","N",170,68,68547,"10963694","060042607","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57525","N",170,68,68547,"10963694","060042607","68547021","00102",1,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57526","N",170,68,68547,"10963875","060042608","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57527","N",170,68,68547,"10964314","060042635","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57528","N",170,68,68547,"10965228","060043052","68547021","00101",1,1,2,1,1,1997,NA,NA,NA,NA,NA,2,NA
"57529","N",170,68,68547,"10965861","060044273","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57530","N",170,68,68547,"10965920","060044274","68547021","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57531","N",170,68,68547,"10966754","060045440","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57532","N",170,68,68547,"10966897","060044271","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57533","N",170,68,68547,"10967183","060044272","68547021","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57534","N",170,68,68547,"10967473","060042766","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57535","N",170,68,68547,"10968347","060042603","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57536","N",170,68,68547,"10968480","060042977","68547021","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57537","N",170,68,68547,"10968972","060041067","68547021","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57538","N",170,68,68547,"10969023","060042639","68547021","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57539","N",170,68,68547,"10969807","060042606","68547021","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57540","N",170,68,68547,"10970000","001561802","68547022","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57541","N",170,68,68547,"10980000","007978488","68547035","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57542","N",170,68,68547,"11210000","001000198","68547039","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57543","N",170,68,68547,"11210000","001000198","68547039","00201",2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57544","N",170,68,68547,"11210000","001000198","68547039","00301",3,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57545","N",170,68,68547,"11210000","001000198","68547039","00401",4,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57546","N",170,68,68547,"11210000","001000198","68547039","00501",5,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57547","N",170,68,68547,"11210000","001000198","68547039","00601",6,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57548","N",170,68,68547,"11210000","001001129","68547039","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57549","N",170,68,68547,"11260000","083042908","68547033","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"57550","N",170,68,68547,"11330000","001528347","68547022","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57551","N",170,68,68547,"11500000","001561835","68547022","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57552","N",170,68,68547,"11510000","001561804","68547022","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57553","N",170,68,68547,"11610000","003039286","68547033","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
"57554","N",170,68,68547,"11610000","003039286","68547033","00102",1,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57555","N",170,68,68547,"11630000","001001199","68547025","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57556","N",170,68,68547,"11710001","060443767","68547999","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57557","N",170,68,68547,"11770000","001001133","68547025","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57558","N",170,68,68547,"11820000","083039294","68547033","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57559","N",170,68,68547,"11820000","083039294","68547033","00102",1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57560","N",170,68,68547,"11820000","083039294","68547033","00103",1,3,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57561","N",170,68,68547,"11830001","060046515","68547015","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57562","N",170,68,68547,"11840000","003049909","68547033","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57563","N",170,68,68547,"11880001","060046595","68547032","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57564","N",170,68,68547,"11890000","003025411","68547032","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57565","N",170,68,68547,"11900001","060042792","68547032","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57566","N",170,68,68547,"11902302","060042793","68547032","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57567","N",170,68,68547,"11930000","083042903","68547033","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57568","N",170,68,68547,"12050001","060045651","68547032","00301",3,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57569","N",170,68,68547,"12050001","060443858","68547032","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57570","N",170,68,68547,"13970000","003079600","68547025","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57571","N",170,68,68547,"14130000","001713513","68547039","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57572","N",170,68,68547,"14680000","001561674","68547033","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57573","N",170,68,68547,"15640000","003039243","68547033","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57574","N",170,68,68547,"16160000","001561681","68547033","00101",1,1,1,1,1,1999,NA,NA,NA,NA,NA,2,NA
"57575","N",170,68,68547,"16480000","003039283","68547033","00101",1,1,1,1,NA,NA,1,1990,NA,NA,NA,2,NA
"57576","N",170,68,68547,"17960000","083042905","68547033","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57577","N",170,68,68547,"18190000","001528209","68547022","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57578","N",170,68,68547,"18200000","001000236","68547033","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57579","N",170,68,68547,"18220000","081528208","68547022","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57580","N",170,68,68547,"18250000","003049141","68547039","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57581","N",170,68,68547,"18540000","001528400","68547022","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57582","N",170,68,68547,"18750000","001528268","68547022","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57583","N",170,68,68547,"18810000","083039292","68547033","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57584","N",170,68,68547,"18810000","083039292","68547033","00201",2,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57585","N",170,68,68547,"99990000","001450539","68547035","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57586","N",170,68,68547,"99990000","001450539","68547035","00201",2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57587","N",170,68,68547,"99990000","007450536","68547035","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57588","N",170,68,68547,"99990000","007450537","68547035","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57589","N",170,68,68549,"00010000","081296207","68549006","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57590","N",170,68,68549,"00010000","083067870","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57591","N",170,68,68549,"00010001","060041134","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57592","N",170,68,68549,"00010001","060042228","68549002","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57593","N",170,68,68549,"00010001","060042228","68549002","00102",1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57594","N",170,68,68549,"00010001","060042228","68549002","00201",2,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57595","N",170,68,68549,"00020000","083067773","68549005","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57596","N",170,68,68549,"00020000","083067864","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57597","N",170,68,68549,"00020000","083067864","68549004","00201",2,1,9,9,NA,NA,NA,NA,NA,NA,1,NA,NA
"57598","N",170,68,68549,"00020001","060041132","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57599","N",170,68,68549,"00020001","060041132","68549004","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57600","N",170,68,68549,"00020001","060044162","68549008","00101",1,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57601","N",170,68,68549,"00020112","060044167","68549008","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57602","N",170,68,68549,"00022088","060044165","68549008","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,2
"57603","N",170,68,68549,"00029227","060044166","68549008","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,2
"57604","N",170,68,68549,"00029227","060044166","68549008","00102",1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57605","N",170,68,68549,"00030000","001741960","68549008","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57606","N",170,68,68549,"00030000","081296394","68549008","00201",2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57607","N",170,68,68549,"00030000","083067878","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57608","N",170,68,68549,"00030001","060043095","68755010","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"57609","N",170,68,68549,"00040000","001741938","68549005","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57610","N",170,68,68549,"00040000","083067927","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57611","N",170,68,68549,"00040001","060041050","68549005","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57612","N",170,68,68549,"00040001","060044252","68549004","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57613","N",170,68,68549,"00040001","060045233","68755010","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57614","N",170,68,68549,"00050000","083067908","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57615","N",170,68,68549,"00050000","083067939","68549004","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57616","N",170,68,68549,"00050001","060041135","68549004","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57617","N",170,68,68549,"00050001","060044693","68549002","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57618","N",170,68,68549,"00060000","081296378","68549008","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,2
"57619","N",170,68,68549,"00060001","060043610","68549004","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1
"57620","N",170,68,68549,"00070000","001741958","68549006","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57621","N",170,68,68549,"00070000","081296299","68549008","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57622","N",170,68,68549,"00070000","083067895","68549005","00101",1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,1
"57623","N",170,68,68549,"00070000","083067895","68549005","00201",2,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57624","N",170,68,68549,"00070000","083067907","68549004","00101",1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,3
"57625","N",170,68,68549,"00070001","060041118","68549004","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,3
"57626","N",170,68,68549,"00080000","081296210","68549006","00101",1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"57627","N",170,68,68549,"00090000","001000889","68549005","00101",1,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"57628","N",170,68,68549,"00090000","081296377","68549008","00101",1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,1
