"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S8_NUMPEZDUL","P_S8P1141","P_S8P1151","P_S8P115A1","P_S8P1161","P_S8P116A1","P_S8_NUMPEZSAL","P_S8P1142","P_S8P1152","P_S8P115A2","P_S8P1162","P_S8P116A2"
"1144",8,170,68,68575,"04430000","083008259",68575002,18,41120101,0,0,0,0,NA,NA,NA,0,NA,0
"1145",8,170,68,68575,"04430000","083008259",68575002,28,41190900,0,0,0,0,NA,NA,NA,0,NA,0
"1146",8,170,68,68575,"04430000","083008259",68575002,38,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1147",8,170,68,68575,"04430000","083008262",68575002,18,41190900,37,1,30,1,NA,NA,NA,0,NA,0
"1148",8,170,68,68575,"04430000","083008262",68575002,28,41190600,150,1,180,1,NA,NA,NA,0,NA,0
"1149",8,170,68,68575,"04430000","083008263",68575002,18,41190600,90,1,120,1,NA,NA,NA,0,NA,0
"1150",8,170,68,68575,"04430000","083008263",68575002,28,41190900,4.5,1,3,1,NA,NA,NA,0,NA,0
"1151",8,170,68,68575,"04430000","083008266",68575002,18,41190900,12,1,24,1,NA,NA,NA,0,NA,0
"1152",8,170,68,68575,"04430000","083008266",68575002,28,41120101,24,1,12,1,NA,NA,NA,0,NA,0
"1153",8,170,68,68575,"04430000","083008266",68575002,38,41190600,450,1,300,1,NA,NA,NA,0,NA,0
"1154",8,170,68,68575,"04430000","083008306",68575002,18,41190900,40,1,48,1,NA,NA,NA,0,NA,0
"1155",8,170,68,68575,"04430000","083008306",68575002,28,41120101,20,1,30,1,NA,NA,NA,0,NA,0
"1156",8,170,68,68575,"04430000","083008306",68575002,38,41190600,300,1,225,1,NA,NA,NA,0,NA,0
"1157",8,170,68,68575,"04430000","083008314",68575002,18,41190900,9,1,9,1,NA,NA,NA,0,NA,0
"1158",8,170,68,68575,"04430000","083008318",68575002,18,41120101,37,1,750,1,NA,NA,NA,0,NA,0
"1159",8,170,68,68575,"04430000","083008318",68575002,28,41190900,37,1,37,1,NA,NA,NA,0,NA,0
"1160",8,170,68,68575,"04430000","083008320",68575002,18,41120101,20,1,10,1,NA,NA,NA,0,NA,0
"1161",8,170,68,68575,"04430000","083008320",68575002,28,41190900,40,1,25,1,NA,NA,NA,0,NA,0
"1162",8,170,68,68575,"04430000","083008320",68575002,38,41190600,375,1,300,1,NA,NA,NA,0,NA,0
"1163",8,170,68,68575,"04430000","083008330",68575002,18,41120101,10,1,0,0,NA,NA,NA,0,NA,0
"1164",8,170,68,68575,"04430000","083008330",68575002,28,41190900,10,1,0,0,NA,NA,NA,0,NA,0
"1165",8,170,68,68575,"04430000","083008330",68575002,38,41190600,200,1,0,0,NA,NA,NA,0,NA,0
"1166",8,170,68,68575,"04430000","083008332",68575002,18,41190900,60,1,0,0,NA,NA,NA,0,NA,0
"1167",8,170,68,68575,"04430000","083008332",68575002,28,41190600,150,1,0,0,NA,NA,NA,0,NA,0
"1168",8,170,68,68575,"04430000","083008333",68575002,18,41190900,55,1,0,0,NA,NA,NA,0,NA,0
"1169",8,170,68,68575,"04430000","083008333",68575002,28,41190600,150,1,0,0,NA,NA,NA,0,NA,0
"1170",8,170,68,68575,"04430000","083008339",68575002,18,41190600,300,1,300,1,NA,NA,NA,0,NA,0
"1171",8,170,68,68575,"04430000","083008339",68575002,28,41190900,7.5,1,7.5,1,NA,NA,NA,0,NA,0
"1172",8,170,68,68575,"04430000","083008355",68575002,18,41190600,3750,1,3750,1,NA,NA,NA,0,NA,0
"1173",8,170,68,68575,"04430000","083008355",68575002,28,41120101,500,1,500,1,NA,NA,NA,0,NA,0
"1174",8,170,68,68575,"04430000","083008355",68575002,38,41190900,19,1,20,1,NA,NA,NA,0,NA,0
"1175",8,170,68,68575,"04430000","083031604",68575002,18,41190600,20,1,0,0,NA,NA,NA,0,NA,0
"1176",8,170,68,68575,"04430000","083031604",68575002,28,41120101,30,1,0,0,NA,NA,NA,0,NA,0
"1177",8,170,68,68575,"04430000","083031604",68575002,38,41190900,30,1,0,0,NA,NA,NA,0,NA,0
"1178",8,170,68,68575,"04436203","060578958",68575002,2,41190600,500,1,500,1,0,NA,0,0,0,0
"1179",8,170,68,68575,"04640000","083008248",13160043,18,41120101,40,1,0,0,NA,NA,NA,0,NA,0
"1180",8,170,68,68575,"04640000","083008248",13160043,28,41190900,50,1,0,0,NA,NA,NA,0,NA,0
"1181",8,170,68,68575,"04640000","083008248",13160043,38,41190300,50,1,0,0,NA,NA,NA,0,NA,0
"1182",8,170,68,68575,"04640000","083008248",13160043,48,41190600,200,1,0,0,NA,NA,NA,0,NA,0
"1183",8,170,68,68575,"04640000","083008249",13160043,18,41190900,9,1,0,0,NA,NA,NA,0,NA,0
"1184",8,170,68,68575,"04640000","083008249",13160043,28,41221200,6,1,0,0,NA,NA,NA,0,NA,0
"1185",8,170,68,68615,"00010000","003285228",68615073,1,41190600,400,1,50,1,NA,NA,NA,0,NA,0
"1186",8,170,68,68615,"00080000","003087219",68615088,1,41120101,20,1,0,0,NA,NA,NA,0,NA,0
"1187",8,170,68,68615,"00080000","003087219",68615088,2,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"1188",8,170,68,68615,"00080000","003087219",68615088,3,41220700,10,1,0,0,NA,NA,NA,0,NA,0
"1189",8,170,68,68615,"00080001","060045979",68615035,1,41190300,5,1,2500,1,0,NA,0,0,0,0
"1190",8,170,68,68615,"00140000","003408687",68615002,1,41190500,0,0,0,0,NA,NA,NA,0,NA,0
"1191",8,170,68,68615,"00140000","003408687",68615002,2,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"1192",8,170,68,68615,"00140000","003408687",68615002,3,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1193",8,170,68,68615,"00180000","001050967",68615060,1,41190600,13,1,12,1,NA,NA,NA,0,NA,0
"1194",8,170,68,68615,"00180000","007325442",68615063,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1195",8,170,68,68615,"00180000","007325442",68615063,2,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1196",8,170,68,68615,"00200001","060042452",68615050,1,41190300,350,1,350,1,0,NA,0,0,0,0
"1197",8,170,68,68615,"00270000","083070279",68615091,18,41190400,1250,1,1250,1,NA,NA,NA,0,NA,0
"1198",8,170,68,68615,"00300000","083070281",68615036,18,41190400,250,1,250,1,NA,NA,NA,0,NA,0
"1199",8,170,68,68615,"00400001","060045457",68615007,1,41190300,0,0,0,0,0,NA,0,0,0,0
"1200",8,170,68,68615,"00420000","001400610",68615060,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1201",8,170,68,68615,"00420000","001400610",68615060,2,41190900,0,0,0,0,NA,NA,NA,0,NA,0
"1202",8,170,68,68615,"00420000","003285473",68615081,1,41190600,40,1,40,1,NA,NA,NA,0,NA,0
"1203",8,170,68,68615,"00670000","001400469",68615102,1,41229900,50,1,120,1,NA,NA,NA,0,NA,0
"1204",8,170,68,68615,"00710000","003070180",68615092,1,41190300,25,1,25,1,NA,NA,NA,0,NA,0
"1205",8,170,68,68615,"00710000","003070180",68615092,2,41220300,25,1,25,1,NA,NA,NA,0,NA,0
"1206",8,170,68,68615,"00710000","003070180",68615092,3,41190400,25,1,25,1,NA,NA,NA,0,NA,0
"1207",8,170,68,68615,"00760000","002228628",68615051,1,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"1208",8,170,68,68615,"00760001","060041465",68444001,1,41229900,900,1,90,1,0,NA,0,0,0,0
"1209",8,170,68,68615,"00800000","002228631",68615051,1,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"1210",8,170,68,68615,"00800000","002228694",68615051,1,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"1211",8,170,68,68615,"00820000","001400687",68615095,1,41190600,100,1,0,0,NA,NA,NA,0,NA,0
"1212",8,170,68,68615,"00830000","001400475",68615017,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1213",8,170,68,68615,"01450000","002228698",68615051,1,41120199,20,1,0,0,NA,NA,NA,0,NA,0
"1214",8,170,68,68615,"01450000","002228698",68615051,2,41222500,5,1,0,0,NA,NA,NA,0,NA,0
"1215",8,170,68,68615,"01500000","003408413",68615059,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1216",8,170,68,68615,"01510000","001400470",68615095,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1217",8,170,68,68615,"01690000","003408725",68615004,1,41190600,0,0,0,0,NA,NA,NA,0,NA,0
"1218",8,170,68,68615,"01690000","003408725",68615004,2,41120101,0,0,0,0,NA,NA,NA,0,NA,0
"1219",8,170,68,68615,"01690000","003408725",68615004,3,41220300,0,0,0,0,NA,NA,NA,0,NA,0
"1220",8,170,68,68615,"01880001","060044123",68615064,1,41229900,10,1,10,1,0,NA,0,0,0,0
"1221",8,170,68,68615,"02130000","003079829",68615061,1,41220300,500,1,500,1,NA,NA,NA,0,NA,0
"1222",8,170,68,68615,"02130000","003079829",68615061,2,41190700,500,1,500,1,NA,NA,NA,0,NA,0
"1223",8,170,68,68615,"02130000","003079829",68615061,3,41229900,500,1,500,1,NA,NA,NA,0,NA,0
"1224",8,170,68,68615,"02140001","060042776",68615032,3,42129900,400,1,700,1,0,NA,0,0,0,0
"1225",8,170,68,68615,"03630001","060046304",68615024,1,41190600,0,0,0,0,0,NA,0,0,0,0
"1226",8,170,68,68615,"03720001","060046008",68615056,1,41190300,500,1,500,1,0,NA,0,0,0,0
"1227",8,170,68,68655,"00010000","082101152",68655003,18,41120101,1275,1,1700,1,NA,NA,NA,0,NA,0
"1228",8,170,68,68655,"00010000","082101152",68655003,28,41190600,300,1,225,1,NA,NA,NA,0,NA,0
"1229",8,170,68,68655,"00010000","082101152",68655003,38,41221200,60,1,40,1,NA,NA,NA,0,NA,0
"1230",8,170,68,68655,"00010000","082101153",68655003,18,41221200,80,1,100,1,NA,NA,NA,0,NA,0
"1231",8,170,68,68655,"00010000","082101153",68655003,28,41190600,900,1,1050,1,NA,NA,NA,0,NA,0
"1232",8,170,68,68655,"00010000","082101153",68655003,38,41190900,150,1,180,1,NA,NA,NA,0,NA,0
"1233",8,170,68,68655,"00010000","082101154",68655003,18,41190600,75,1,45,1,NA,NA,NA,0,NA,0
"1234",8,170,68,68655,"00010000","082101154",68655003,28,41221200,6,1,12,1,NA,NA,NA,0,NA,0
"1235",8,170,68,68655,"00010000","082101154",68655003,38,41120101,1275,1,850,1,NA,NA,NA,0,NA,0
"1236",8,170,68,68655,"00040000","083075180",68655054,18,41120101,1,1,1,1,NA,NA,NA,0,NA,0
"1237",8,170,68,68655,"00040000","083075180",68655054,28,41190600,1,1,1,1,NA,NA,NA,0,NA,0
"1238",8,170,68,68655,"00080000","083071235",68655028,18,41190600,12,1,60,1,NA,NA,NA,0,NA,0
"1239",8,170,68,68655,"00080000","083071235",68655028,28,41221000,125,1,30,1,NA,NA,NA,0,NA,0
"1240",8,170,68,68655,"00110000","083074816",68655054,18,41190600,1,1,1,1,NA,NA,NA,0,NA,0
"1241",8,170,68,68655,"00110000","083074816",68655054,28,41220500,1,1,1,1,NA,NA,NA,0,NA,0
"1242",8,170,68,68655,"00110000","083074816",68655054,38,41190400,1,1,1,1,NA,NA,NA,0,NA,0
"1243",8,170,68,68655,"00120000","083071287",68655030,18,41190600,50,1,50,1,NA,NA,NA,0,NA,0
"1244",8,170,68,68655,"00120000","083071287",68655030,28,41221000,50,1,50,1,NA,NA,NA,0,NA,0
"1245",8,170,68,68655,"00120000","083071287",68655030,38,41220500,50,1,50,1,NA,NA,NA,0,NA,0
"1246",8,170,68,68655,"00120000","083071287",68655030,48,41190400,50,1,50,1,NA,NA,NA,0,NA,0
"1247",8,170,68,68655,"00120001","060445999",68655030,1,41190600,50,1,50,1,0,NA,0,0,0,0
"1248",8,170,68,68655,"00150000","083071462",68655010,18,41190600,1500,1,0,0,NA,NA,NA,0,NA,0
"1249",8,170,68,68655,"00150000","083087479",68655010,18,41190600,480,1,480,1,NA,NA,NA,0,NA,0
"1250",8,170,68,68655,"00170000","083074997",68655043,18,41190600,30,1,0,0,NA,NA,NA,0,NA,0
"1251",8,170,68,68655,"00210000","083071238",68655001,18,41190600,15,1,15,1,NA,NA,NA,0,NA,0
"1252",8,170,68,68655,"00210000","083071238",68655001,28,41220500,15,1,15,1,NA,NA,NA,0,NA,0
"1253",8,170,68,68655,"00210001","060541776",68655010,1,41190600,15,1,3,1,0,NA,0,0,0,0
"1254",8,170,68,68655,"00310000","083075010",68655015,18,41190600,300,1,0,0,NA,NA,NA,0,NA,0
"1255",8,170,68,68655,"00310000","083075010",68655015,28,41220300,500,1,0,0,NA,NA,NA,0,NA,0
"1256",8,170,68,68655,"00310000","083075010",68655015,38,41120101,2550,1,0,0,NA,NA,NA,0,NA,0
"1257",8,170,68,68655,"00320000","083074805",68655030,18,41190600,10,1,10,1,NA,NA,NA,0,NA,0
"1258",8,170,68,68655,"00320000","083074805",68655030,28,41190900,10,1,10,1,NA,NA,NA,0,NA,0
"1259",8,170,68,68655,"00320001","060446000",68655030,1,41190600,10,1,10,1,0,NA,0,0,0,0
"1260",8,170,68,68655,"00330001","060541706",68655043,1,41229900,1000,1,1000,1,0,NA,0,0,0,0
"1261",8,170,68,68655,"00450000","081893407",68655003,18,41190600,750,1,300,1,NA,NA,NA,0,NA,0
"1262",8,170,68,68655,"00450000","082100959",68655003,18,41120101,100,1,0,0,NA,NA,NA,0,NA,0
"1263",8,170,68,68655,"00450000","082100959",68655003,28,41190900,20,1,0,0,NA,NA,NA,0,NA,0
"1264",8,170,68,68655,"00450000","082100959",68655003,38,41190600,60,1,0,0,NA,NA,NA,0,NA,0
"1265",8,170,68,68655,"00450000","082100960",68655052,18,41190600,300,1,0,0,NA,NA,NA,0,NA,0
"1266",8,170,68,68655,"00450000","082100960",68655052,28,41120101,85,1,0,0,NA,NA,NA,0,NA,0
"1267",8,170,68,68655,"00450000","082104857",68655003,18,41190600,35,1,35,1,NA,NA,NA,0,NA,0
"1268",8,170,68,68655,"00470000","083074910",68655033,18,41190600,15,1,15,1,NA,NA,NA,0,NA,0
"1269",8,170,68,68655,"00470000","083074910",68655033,28,41120101,850,1,850,1,NA,NA,NA,0,NA,0
"1270",8,170,68,68655,"00480000","083074967",68655033,18,41190600,20,1,0,0,NA,NA,NA,0,NA,0
"1271",8,170,68,68655,"00620000","083071207",68655001,18,41190600,75,1,75,1,NA,NA,NA,0,NA,0
"1272",8,170,68,68655,"00630000","083071258",68655030,18,41190600,300,1,300,1,NA,NA,NA,0,NA,0
"1273",8,170,68,68655,"00630000","083071258",68655030,28,41229900,300,1,300,1,NA,NA,NA,0,NA,0
"1274",8,170,68,68655,"00640000","083071226",68655028,18,41190600,90,1,90,1,NA,NA,NA,0,NA,0
"1275",8,170,68,68655,"00714846","060541708",68655030,2,41190400,20,1,20,1,0,NA,0,0,0,0
"1276",8,170,68,68655,"00720000","083071246",68655004,18,41190600,105,1,105,1,NA,NA,NA,0,NA,0
"1277",8,170,68,68655,"00720000","083071246",68655004,28,41190400,15,1,15,1,NA,NA,NA,0,NA,0
"1278",8,170,68,68655,"00770000","083087506",68655036,18,41190600,60,1,60,1,NA,NA,NA,0,NA,0
"1279",8,170,68,68655,"00770000","083087506",68655036,28,41220700,8,1,8,1,NA,NA,NA,0,NA,0
"1280",8,170,68,68655,"00790000","083071510",68655036,18,41190600,45,1,45,1,NA,NA,NA,0,NA,0
"1281",8,170,68,68655,"00790000","083071510",68655036,28,41120101,25.5,1,25.5,1,NA,NA,NA,0,NA,0
"1282",8,170,68,68655,"00790000","083071510",68655036,38,41220300,750,1,750,1,NA,NA,NA,0,NA,0
"1283",8,170,68,68655,"00820001","060541695",68655030,1,41229900,100,1,100,1,0,NA,0,0,0,0
"1284",8,170,68,68655,"00870000","083075111",68655015,18,41190600,15,1,0,0,NA,NA,NA,0,NA,0
"1285",8,170,68,68655,"00900001","060041826",68655030,1,41120199,10,1,0,0,0,NA,0,0,0,0
"1286",8,170,68,68655,"01020000","083071216",68655001,18,41190600,75,1,60,1,NA,NA,NA,0,NA,0
"1287",8,170,68,68655,"01090000","083071299",68655017,18,41190600,13,1,0,0,NA,NA,NA,0,NA,0
"1288",8,170,68,68655,"01090000","083071299",68655017,28,41220300,10,1,0,0,NA,NA,NA,0,NA,0
"1289",8,170,68,68655,"01090001","060041277",68655017,2,41190600,10,1,11,1,0,NA,0,0,0,0
"1290",8,170,68,68655,"01160000","083071222",68655017,18,41190600,12.5,1,12.5,1,NA,NA,NA,0,NA,0
"1291",8,170,68,68655,"01160000","083071222",68655017,28,41221000,12.5,1,12.5,1,NA,NA,NA,0,NA,0
"1292",8,170,68,68655,"01160000","083071222",68655017,38,41220300,3,1,3,1,NA,NA,NA,0,NA,0
"1293",8,170,68,68655,"01160000","083071222",68655017,48,41190900,3,1,3,1,NA,NA,NA,0,NA,0
"1294",8,170,68,68655,"01160000","083075156",68655017,18,41190600,34.5,1,34.5,1,NA,NA,NA,0,NA,0
"1295",8,170,68,68655,"01160000","083075157",68655017,18,41190400,3,1,3.9,1,NA,NA,NA,0,NA,0
"1296",8,170,68,68655,"01160000","083075157",68655017,28,41220500,40,1,44,1,NA,NA,NA,0,NA,0
"1297",8,170,68,68655,"01160000","083087526",68655017,18,41190600,12.5,1,0,0,NA,NA,NA,0,NA,0
"1298",8,170,68,68655,"01210000","083074804",68655054,18,41220500,1.5,1,0,0,NA,NA,NA,0,NA,0
"1299",8,170,68,68655,"01210000","083074804",68655054,28,41190600,120,1,0,0,NA,NA,NA,0,NA,0
"1300",8,170,68,68655,"01210000","083074804",68655054,38,41220300,875,1,0,0,NA,NA,NA,0,NA,0
"1301",8,170,68,68655,"01450000","081893466",68655027,18,41190600,600,1,0,0,NA,NA,NA,0,NA,0
"1302",8,170,68,68655,"01450000","081893466",68655027,28,41120101,85,1,0,0,NA,NA,NA,0,NA,0
"1303",8,170,68,68655,"01470000","083075012",68655027,18,41120101,255,1,0,0,NA,NA,NA,0,NA,0
"1304",8,170,68,68655,"01470000","083075012",68655027,28,41190600,4.5,1,0,0,NA,NA,NA,0,NA,0
"1305",8,170,68,68655,"01470000","083075012",68655027,38,41220300,75,1,0,0,NA,NA,NA,0,NA,0
"1306",8,170,68,68655,"01520000","083074851",68655022,18,41190900,2,1,0,0,NA,NA,NA,0,NA,0
"1307",8,170,68,68655,"01520000","083074851",68655022,28,41220300,4,1,0,0,NA,NA,NA,0,NA,0
"1308",8,170,68,68655,"01520000","083074851",68655022,38,41190600,1,1,0,0,NA,NA,NA,0,NA,0
"1309",8,170,68,68655,"01520000","083087515",68655028,18,41190300,400,1,0,0,NA,NA,NA,0,NA,0
"1310",8,170,68,68655,"01630000","083074948",68655020,18,41190600,45,1,0,0,NA,NA,NA,0,NA,0
"1311",8,170,68,68655,"01630000","083074951",68655020,18,41190600,60,1,30,1,NA,NA,NA,0,NA,0
"1312",8,170,68,68655,"01810000","083075133",68655054,18,41190300,75,1,75,1,NA,NA,NA,0,NA,0
"1313",8,170,68,68655,"01810000","083075133",68655054,28,41190600,75,1,75,1,NA,NA,NA,0,NA,0
"1314",8,170,68,68655,"01810000","083075133",68655054,38,41190400,300,1,300,1,NA,NA,NA,0,NA,0
"1315",8,170,68,68655,"01830000","083071568",68655054,18,41190600,125,1,0,0,NA,NA,NA,0,NA,0
"1316",8,170,68,68655,"01860000","083071469",68655028,18,41190600,3000,1,0,0,NA,NA,NA,0,NA,0
"1317",8,170,68,68655,"01860000","083071469",68655028,28,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"1318",8,170,68,68655,"01860000","083071469",68655028,38,41190400,1,1,0,0,NA,NA,NA,0,NA,0
"1319",8,170,68,68655,"01980000","083074826",68655028,18,41190600,33,1,22.5,1,NA,NA,NA,0,NA,0
"1320",8,170,68,68655,"02040000","083075092",68655046,18,41190600,12,1,12,1,NA,NA,NA,0,NA,0
"1321",8,170,68,68655,"02040000","083075092",68655046,28,41221000,12,1,12,1,NA,NA,NA,0,NA,0
"1322",8,170,68,68655,"02040000","083075092",68655046,38,41190400,24,1,24,1,NA,NA,NA,0,NA,0
"1323",8,170,68,68655,"02080000","083071556",68655033,18,41190400,7,1,2,1,NA,NA,NA,0,NA,0
"1324",8,170,68,68655,"02090000","083071543",68655033,18,41190500,1,1,1,1,NA,NA,NA,0,NA,0
"1325",8,170,68,68655,"02090000","083071543",68655033,28,41190600,1,1,1,1,NA,NA,NA,0,NA,0
"1326",8,170,68,68655,"02140000","083071500",68655043,18,41120101,425,1,0,0,NA,NA,NA,0,NA,0
"1327",8,170,68,68655,"02140000","083071500",68655043,28,41190900,1.5,1,0,0,NA,NA,NA,0,NA,0
"1328",8,170,68,68655,"02170000","083074896",68655046,18,41120101,85,1,170,1,NA,NA,NA,0,NA,0
"1329",8,170,68,68655,"02170000","083074896",68655046,28,41190600,12,1,6,1,NA,NA,NA,0,NA,0
"1330",8,170,68,68655,"02170000","083074896",68655046,38,41190900,0.3,1,0.9,1,NA,NA,NA,0,NA,0
"1331",8,170,68,68655,"02170000","083075066",68655046,18,41220500,20,1,0,0,NA,NA,NA,0,NA,0
"1332",8,170,68,68655,"02170000","083075066",68655046,28,41190900,1.8,1,0,0,NA,NA,NA,0,NA,0
"1333",8,170,68,68655,"02220000","083075087",68655052,18,41190400,3.6,1,0,0,NA,NA,NA,0,NA,0
"1334",8,170,68,68655,"02240000","083071372",68655052,18,41120101,1275,1,0,0,NA,NA,NA,0,NA,0
"1335",8,170,68,68655,"02240000","083071372",68655052,28,41190600,1000,1,0,0,NA,NA,NA,0,NA,0
"1336",8,170,68,68655,"02240000","083071372",68655052,38,41221200,400,1,0,0,NA,NA,NA,0,NA,0
"1337",8,170,68,68655,"02260000","081893474",68655042,18,41190600,500,1,500,1,NA,NA,NA,0,NA,0
"1338",8,170,68,68655,"02340001","060041238",68655018,1,41190100,1500,1,1500,1,0,NA,0,0,0,0
"1339",8,170,68,68655,"02490001","060041822",68655052,1,41190600,30,1,50,1,0,NA,0,0,0,0
"1340",8,170,68,68655,"02690000","083071496",68655053,18,41190600,0,0,50,1,NA,NA,NA,0,NA,0
"1341",8,170,68,68655,"02780000","083071486",68655043,18,41190600,300,1,0,0,NA,NA,NA,0,NA,0
"1342",8,170,68,68655,"02780000","083071486",68655043,28,41229900,200,1,0,0,NA,NA,NA,0,NA,0
"1343",8,170,68,68655,"02870000","083087498",68655043,18,41190600,90,1,90,1,NA,NA,NA,0,NA,0
"1344",8,170,68,68655,"02870001","060041825",68655030,1,41190600,2,1,9,1,0,NA,0,0,0,0
"1345",8,170,68,68655,"02890001","060041203",68655054,1,41190300,500,1,0,0,0,NA,0,0,0,0
"1346",8,170,68,68655,"02900000","083071468",68655028,18,41190600,12.5,1,12.5,1,NA,NA,NA,0,NA,0
"1347",8,170,68,68655,"02900001","060042926",68655028,1,41190600,12.5,1,12,1,0,NA,0,0,0,0
"1348",8,170,68,68655,"02930000","081893493",68655017,18,41190400,15,1,0,0,NA,NA,NA,0,NA,0
"1349",8,170,68,68655,"02930000","081893493",68655017,28,41220500,200,1,0,0,NA,NA,NA,0,NA,0
"1350",8,170,68,68655,"02960000","083071536",68655017,18,41190600,10.5,1,0,0,NA,NA,NA,0,NA,0
"1351",8,170,68,68655,"02960000","083071536",68655017,28,41120101,1.5,1,0,0,NA,NA,NA,0,NA,0
"1352",8,170,68,68655,"02980001","060042917",68655028,1,41190300,22,1,15,1,0,NA,0,0,0,0
"1353",8,170,68,68655,"02990000","083075062",68655040,18,41220300,3,1,0,0,NA,NA,NA,0,NA,0
"1354",8,170,68,68655,"02990000","083075062",68655040,28,41190400,4,1,0,0,NA,NA,NA,0,NA,0
"1355",8,170,68,68655,"02990000","083075062",68655040,38,41190300,3,1,0,0,NA,NA,NA,0,NA,0
"1356",8,170,68,68655,"03240000","083075030",68655022,18,41120101,10,1,7,1,NA,NA,NA,0,NA,0
"1357",8,170,68,68655,"03240000","083075030",68655022,28,41221200,5,1,6,1,NA,NA,NA,0,NA,0
"1358",8,170,68,68655,"03240000","083075030",68655022,38,41220300,3,1,8,1,NA,NA,NA,0,NA,0
"1359",8,170,68,68655,"03240000","083075030",68655022,48,41221800,4,1,9,1,NA,NA,NA,0,NA,0
"1360",8,170,68,68655,"03480000","083071582",68655040,18,41190600,200,1,0,0,NA,NA,NA,0,NA,0
"1361",8,170,68,68655,"03500001","060042489",68655028,1,41190300,0,0,0,0,0,NA,0,0,0,0
"1362",8,170,68,68655,"04490000","082101143",68655038,18,41190300,2.5,1,0.1,1,NA,NA,NA,0,NA,0
"1363",8,170,68,68655,"04490000","082101143",68655038,28,41120108,9,1,1,1,NA,NA,NA,0,NA,0
"1364",8,170,68,68655,"05830000","081893523",68575009,18,41190600,100,1,150,1,NA,NA,NA,0,NA,0
"1365",8,170,68,68655,"06230000","083074847",68655022,18,41190400,6.6,1,0,0,NA,NA,NA,0,NA,0
"1366",8,170,68,68655,"06230000","083074847",68655022,28,41190600,7.5,1,0,0,NA,NA,NA,0,NA,0
"1367",8,170,68,68669,"00020001","060450257",68669017,1,41190100,0,0,0,0,0,NA,0,0,0,0
"1368",8,170,68,68669,"00170001","060450262",68669017,1,41190100,0,0,0,0,0,NA,0,0,0,0
"1369",8,170,68,68669,"01330001","060054561",68669007,1,41220700,20,1,50,1,0,NA,0,0,0,0
"1370",8,170,68,68669,"01950001","060448837",68669005,1,41190100,25,1,1,1,0,NA,0,0,0,0
"1371",8,170,68,68673,"00030000","003086821",68673002,1,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1372",8,170,68,68673,"01890000","003086839",68673005,1,41190300,125,1,1,1,NA,NA,NA,0,NA,0
"1373",8,170,68,68673,"01890000","003086839",68673005,2,41190400,1,1,1,1,NA,NA,NA,0,NA,0
"1374",8,170,68,68679,"00320001","060050472",68679019,1,41190600,20,1,15,1,0,NA,0,0,0,0
"1375",8,170,68,68679,"00370001","060052028",68679025,1,41190600,20,1,0,0,0,NA,0,0,0,0
"1376",8,170,68,68679,"00440000","003076007",68679018,1,41120199,10,1,10,1,NA,NA,NA,0,NA,0
"1377",8,170,68,68679,"00550000","003076399",68679017,1,41220300,15,1,35,1,NA,NA,NA,0,NA,0
"1378",8,170,68,68679,"00700000","003076133",68679013,1,41190300,375,1,0,0,NA,NA,NA,0,NA,0
"1379",8,170,68,68679,"00760000","003082036",68679018,1,41190400,0,0,200,1,NA,NA,NA,0,NA,0
"1380",8,170,68,68679,"00870000","001698713",68679009,1,41190300,2500,1,0,0,NA,NA,NA,0,NA,0
"1381",8,170,68,68679,"00870000","001698713",68679009,2,41190400,15,1,0,0,NA,NA,NA,0,NA,0
"1382",8,170,68,68679,"00900001","060051694",68679026,1,41190500,100,1,150,1,0,NA,0,0,0,0
"1383",8,170,68,68679,"00940001","060051695",68679026,1,41190300,200,1,150,1,0,NA,0,0,0,0
"1384",8,170,68,68679,"00960000","003082359",68679008,1,41190300,50,1,0,0,NA,NA,NA,0,NA,0
"1385",8,170,68,68679,"01030000","003076087",68679018,1,41120101,250,1,0,0,NA,NA,NA,0,NA,0
"1386",8,170,68,68679,"01250000","003076136",68679013,1,41220300,20,1,30,1,NA,NA,NA,0,NA,0
"1387",8,170,68,68679,"01260000","003082247",68679026,1,41190400,400,1,0,0,NA,NA,NA,0,NA,0
"1388",8,170,68,68679,"01310000","003076026",68679007,1,41120199,5,1,8,1,NA,NA,NA,0,NA,0
"1389",8,170,68,68679,"01440000","003082089",68679017,1,41190300,8,1,8,1,NA,NA,NA,0,NA,0
"1390",8,170,68,68679,"01440001","060050417",68679017,1,41190300,8,1,8,1,0,NA,0,0,0,0
