"","TIPO_REG","PAIS","P_DEPTO","P_MUNIC","UC_UO","ENCUESTA","COD_VEREDA","P_S8_NUMPEZDUL","P_S8P1141","P_S8P1151","P_S8P115A1","P_S8P1161","P_S8P116A1","P_S8_NUMPEZSAL","P_S8P1142","P_S8P1152","P_S8P115A2","P_S8P1162","P_S8P116A2"
"1638",8,170,68,68780,"00490001","060447403",68780014,1,41190100,2000,1,2000,1,0,NA,0,0,0,0
"1639",8,170,68,68780,"00490001","060448080",68780015,1,41190100,1000,1,500,1,0,NA,0,0,0,0
"1640",8,170,68,68780,"00510001","060050862",68780020,1,41190100,200,1,200,1,0,NA,0,0,0,0
"1641",8,170,68,68780,"00550001","060447402",68780010,1,41190100,2000,1,2000,1,0,NA,0,0,0,0
"1642",8,170,68,68780,"00710001","060049665",68780006,1,41229900,1,1,1,1,0,NA,0,0,0,0
"1643",8,170,68,68780,"00710001","060051788",68780002,1,41220800,10,1,5,1,0,NA,0,0,0,0
"1644",8,170,68,68780,"00960001","060448249",68780010,1,41190100,12,1,12,1,0,NA,0,0,0,0
"1645",8,170,68,68780,"01110001","060448075",68780025,1,41190100,3000,1,3000,1,0,NA,0,0,0,0
"1646",8,170,68,68780,"02120000","002317081",68780009,1,41190400,300,1,200,1,NA,NA,NA,0,NA,0
"1647",8,170,68,68820,"00040001","060052746",68820007,1,41229900,1,1,1,1,0,NA,0,0,0,0
"1648",8,170,68,68820,"00340001","060447623",68820001,1,41190200,10,1,10,1,0,NA,0,0,0,0
"1649",8,170,68,68820,"00470001","060052782",68820003,1,41190200,10,1,10,1,0,NA,0,0,0,0
"1650",8,170,68,68820,"00810000","001599484",68820007,1,41190200,2,1,2,1,NA,NA,NA,0,NA,0
"1651",8,170,68,68820,"00820000","083085084",68820007,18,41190200,1,1,0,0,NA,NA,NA,0,NA,0
"1652",8,170,68,68820,"00820001","060052766",68820007,1,41190200,1,1,0,0,0,NA,0,0,0,0
"1653",8,170,68,68820,"00870000","083085599",68820002,18,41190200,3000,1,0,0,NA,NA,NA,0,NA,0
"1654",8,170,68,68820,"02170000","081599223",68820006,18,41190200,0,0,0,0,NA,NA,NA,0,NA,0
"1655",8,170,68,68820,"04170000","082405813",68820016,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1656",8,170,68,68855,"00020000","083064864",68855003,18,42129900,0,0,0,0,NA,NA,NA,0,NA,0
"1657",8,170,68,68855,"00021843","060052731",68855003,1,41221100,12,1,10,1,0,NA,0,0,0,0
"1658",8,170,68,68855,"00080000","081641844",68855002,18,41220300,1,1,0,0,NA,NA,NA,0,NA,0
"1659",8,170,68,68855,"00080000","081641844",68855002,28,41190500,1,1,0,0,NA,NA,NA,0,NA,0
"1660",8,170,68,68855,"00090000","081465660",68855010,18,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"1661",8,170,68,68855,"00090000","081465660",68855010,28,41220300,1,1,0,0,NA,NA,NA,0,NA,0
"1662",8,170,68,68855,"00100000","081641845",68855010,18,41190300,1,1,0,0,NA,NA,NA,0,NA,0
"1663",8,170,68,68855,"00160001","060054250",68855006,1,41190300,200,1,100,1,0,NA,0,0,0,0
"1664",8,170,68,68855,"00220001","060053428",68855004,3,41190300,2500,1,0,0,0,NA,0,0,0,0
"1665",8,170,68,68855,"00230001","060053434",68855006,1,41120199,8.8,1,8.8,1,0,NA,0,0,0,0
"1666",8,170,68,68855,"00484896","060052549",68855004,1,41190100,10,1,0,0,0,NA,0,0,0,0
"1667",8,170,68,68855,"00510001","060053432",68855004,1,41120199,5,1,5,1,0,NA,0,0,0,0
"1668",8,170,68,68855,"01100000","081641764",68855011,18,41190300,20,1,0,0,NA,NA,NA,0,NA,0
"1669",8,170,68,68855,"01100000","081641764",68855011,28,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1670",8,170,68,68855,"01840000","081643995",68855012,18,41120199,0,0,0,0,NA,NA,NA,0,NA,0
"1671",8,170,68,68855,"02290000","081643888",68855011,18,41120106,15.37,1,0.06,1,NA,NA,NA,0,NA,0
"1672",8,170,68,68861,"00100000","082000020",68861015,18,41190200,1,1,0,0,NA,NA,NA,0,NA,0
"1673",8,170,68,68861,"00100000","089001803",68861015,18,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1674",8,170,68,68861,"00120000","082126802",68861045,18,41190300,50,1,0,0,NA,NA,NA,0,NA,0
"1675",8,170,68,68861,"00190000","002126862",68861028,1,41190300,750,1,0,0,NA,NA,NA,0,NA,0
"1676",8,170,68,68861,"00200000","002126803",68861019,1,41190300,150,1,0,0,NA,NA,NA,0,NA,0
"1677",8,170,68,68861,"00200000","002126851",68861028,1,41190300,3000,1,0,0,NA,NA,NA,0,NA,0
"1678",8,170,68,68861,"00200000","082258159",68861015,18,41190200,1650,1,1650,1,NA,NA,NA,0,NA,0
"1679",8,170,68,68861,"00230000","082126834",68385013,18,41190300,2000,1,0,0,NA,NA,NA,0,NA,0
"1680",8,170,68,68861,"00390000","081523003",68861022,18,41190400,1,1,1,1,NA,NA,NA,0,NA,0
"1681",8,170,68,68861,"00400000","081523004",68861022,18,41190400,1,1,1,1,NA,NA,NA,0,NA,0
"1682",8,170,68,68861,"00540000","001523102",68861036,1,41229900,100,1,0,0,NA,NA,NA,0,NA,0
"1683",8,170,68,68861,"00810000","001523100",68861037,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1684",8,170,68,68861,"00810000","001523101",68861037,1,41229900,2000,1,0,0,NA,NA,NA,0,NA,0
"1685",8,170,68,68861,"00910000","082156494",68861005,18,41190300,1,1,3,1,NA,NA,NA,0,NA,0
"1686",8,170,68,68861,"00920001","060595368",68861040,1,41190100,0,0,0,0,0,NA,0,0,0,0
"1687",8,170,68,68861,"00950000","003494550",68861001,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1688",8,170,68,68861,"01330000","002062361",68861046,1,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1689",8,170,68,68861,"03110000","001690266",68861001,1,41190300,200,1,0,0,NA,NA,NA,0,NA,0
"1690",8,170,68,68867,"00270000","003062058",68867007,1,41229900,0,0,0,0,NA,NA,NA,0,NA,0
"1691",8,170,68,68872,"00020000","083007998",68872008,18,41190400,0,0,0,0,NA,NA,NA,0,NA,0
"1692",8,170,68,68872,"00040001","060054980",68079010,2,41190100,5,1,0,0,0,NA,0,0,0,0
"1693",8,170,68,68872,"00070001","060059855",68872005,1,41190100,200,1,0,0,0,NA,0,0,0,0
"1694",8,170,68,68872,"00077601","060063026",68872005,1,41190100,50,1,50,1,0,NA,0,0,0,0
"1695",8,170,68,68872,"00100000","003007833",68872011,1,41190400,100,1,0,0,NA,NA,NA,0,NA,0
"1696",8,170,68,68872,"00100000","003007833",68872011,2,41190700,350,1,0,0,NA,NA,NA,0,NA,0
"1697",8,170,68,68872,"00140001","060448894",68872002,1,41190300,0,0,0,0,0,NA,0,0,0,0
"1698",8,170,68,68872,"00251974","060056035",68872005,3,41190300,200,1,200,1,0,NA,0,0,0,0
"1699",8,170,68,68872,"00430001","060061440",68872005,1,41190600,100,1,100,1,0,NA,0,0,0,0
"1700",8,170,68,68872,"00540001","060057435",68872012,1,41190100,100,1,100,1,0,NA,0,0,0,0
"1701",8,170,68,68872,"00690000","083007819",68872009,18,41190300,0,0,0,0,NA,NA,NA,0,NA,0
"1702",8,170,68,68872,"00730001","060063860",68872005,1,41190300,0,0,0,0,0,NA,0,0,0,0
"1703",8,170,68,68872,"00731515","060055086",68872005,1,41190100,1,1,1,1,0,NA,0,0,0,0
"1704",8,170,68,68872,"00830000","083007918",68872012,18,41190700,15,1,10,1,NA,NA,NA,0,NA,0
"1705",8,170,68,68872,"01640001","060062578",68872005,1,41190100,0,0,0,0,0,NA,0,0,0,0
"1706",8,170,68,68872,"02080001","060060006",68872005,1,41190100,50,1,50,1,0,NA,0,0,0,0
